ob_time,ref_wind_speed,ref_wind_direction,target_wind_speed,target_wind_direction,bin,target_bin,longterm_target_estimate
2006-09-05 00:00:00,4.617177,120.6805319230594,6.9,131.9,120-150,120-150,6.876037039880725
2006-09-05 01:00:00,3.2462158,148.62527498653554,4.66,156.3,120-150,150-180,4.895776404723854
2006-09-05 02:00:00,4.439064,207.4073201276068,3.43,202.6,180-210,180-210,6.191905053841297
2006-09-05 03:00:00,6.9385552,230.4154462851696,10.16,244.7,210-240,240-270,10.13073485420799
2006-09-05 04:00:00,8.363758,231.309034794458,12.57,245.3,210-240,240-270,12.591132216882043
2006-09-05 05:00:00,8.720519,227.9633206738393,13.2,260.8,210-240,240-270,13.207026195973969
2006-09-05 06:00:00,8.4471,224.4679349926924,14.57,244.0,210-240,240-270,12.735009591386206
2006-09-05 07:00:00,8.133076,222.7738577211545,11.61,249.4,210-240,240-270,12.192894587531065
2006-09-05 08:00:00,8.195805,222.96767280737427,8.04,215.9,210-240,210-240,12.301186731051397
2006-09-05 09:00:00,8.5566845,225.0393519173835,6.81,218.3,210-240,210-240,12.92419067830938
2006-09-05 10:00:00,7.9677334,226.7475129497045,10.7,233.9,210-240,210-240,11.90745556300931
2006-09-05 11:00:00,7.961591,224.1402233485324,13.77,236.0,210-240,210-240,11.896851637195743
2006-09-05 12:00:00,8.721842,224.531062110342,11.38,230.2,210-240,210-240,13.209310155639793
2006-09-05 13:00:00,8.997449,225.41148822107183,14.29,238.1,210-240,210-240,13.685104011738382
2006-09-05 14:00:00,8.928141,224.387329105326,12.07,240.9,210-240,240-270,13.56545421845127
2006-09-05 15:00:00,8.253203,221.7553008763708,14.2,238.0,210-240,210-240,12.40027570829924
2006-09-05 16:00:00,8.136893,216.69801203127665,14.7,244.2,210-240,240-270,12.199484061487562
2006-09-05 17:00:00,7.29334,213.5849983404296,9.13,223.1,210-240,210-240,10.743217222497499
2006-09-05 18:00:00,7.4991183,221.5533299689224,7.3,234.0,210-240,210-240,11.098462375408756
2006-09-05 19:00:00,7.5129824,217.72138459187545,10.82,237.9,210-240,210-240,11.122396649938564
2006-09-05 20:00:00,7.228769,221.21312138072915,11.51,238.7,210-240,210-240,10.631745144204343
2006-09-05 21:00:00,7.312689,220.0074271851732,11.53,241.2,210-240,240-270,10.776620348403778
2006-09-05 22:00:00,7.3019905,219.51527411702864,6.16,203.4,210-240,180-210,10.75815100412199
2006-09-05 23:00:00,7.763585,213.8383530399201,9.2,216.8,210-240,210-240,11.555024186257787
2006-09-06 00:00:00,8.248531,212.22704492753977,8.33,220.3,210-240,210-240,12.392210205987281
2006-09-06 01:00:00,8.539473,214.69148950331623,8.05,214.1,210-240,210-240,12.89447762329176
2006-09-06 02:00:00,8.857637,217.71492106198647,11.31,214.0,210-240,210-240,13.443739711815462
2006-09-06 03:00:00,8.997257,219.37049999594896,10.2,234.4,210-240,210-240,13.68477255273926
2006-09-06 04:00:00,8.8006935,219.9757833363136,10.38,230.1,210-240,210-240,13.3454353601671
2006-09-06 05:00:00,8.661203,221.46106051827587,12.12,236.2,210-240,210-240,13.104626081432816
2006-09-06 06:00:00,8.629737,223.55614301663945,14.61,240.7,210-240,240-270,13.050304785253843
2006-09-06 07:00:00,8.540746,228.33273251887204,13.71,241.2,210-240,240-270,12.896675265509897
2006-09-06 08:00:00,8.923756,232.8617863196097,10.69,234.5,210-240,210-240,13.557884178289036
2006-09-06 09:00:00,8.574696,239.0179928879692,12.77,238.8,210-240,210-240,12.955284812490005
2006-09-06 10:00:00,7.0464406,253.53392633615945,10.95,266.3,240-270,240-270,11.149255862408614
2006-09-06 11:00:00,5.911268,279.9093766683182,7.69,287.3,270-300,270-300,8.221913531008177
2006-09-06 12:00:00,5.723958,306.7978111192092,6.97,287.8,300-330,270-300,7.435374080572377
2006-09-06 13:00:00,5.7244124,316.82516715903034,7.23,276.5,300-330,270-300,7.435992986562028
2006-09-06 14:00:00,5.6787357,315.19762687739257,8.33,291.1,300-330,270-300,7.37377999532638
2006-09-06 15:00:00,5.5656185,311.08396442516414,9.13,288.2,300-330,270-300,7.21971108552771
2006-09-06 16:00:00,5.284232,305.4359495074734,8.81,296.6,300-330,270-300,6.836454504856831
2006-09-06 17:00:00,5.232837,296.1641060240838,7.71,294.4,270-300,270-300,7.27899170280486
2006-09-06 18:00:00,5.4860554,287.77610598959785,6.81,279.1,270-300,270-300,7.630928976695231
2006-09-06 19:00:00,5.517614,280.16823467150164,8.18,277.7,270-300,270-300,7.674790906364627
2006-09-06 20:00:00,5.674917,276.1148855666961,8.18,271.6,270-300,270-300,7.893419524959393
2006-09-06 21:00:00,6.1782207,281.07624724626925,9.58,271.8,270-300,270-300,8.592939512910258
2006-09-06 22:00:00,7.229199,292.7491305266715,11.14,304.4,270-300,300-330,10.053648678673635
2006-09-06 23:00:00,8.166568,306.06749790476675,10.22,315.8,300-330,300-330,10.762279801040465
2006-09-07 00:00:00,8.431925,310.74605307928925,11.61,306.8,300-330,300-330,11.123703737430741
2006-09-07 01:00:00,8.4775095,313.2764401469883,10.25,311.9,300-330,300-330,11.185791149590143
2006-09-07 02:00:00,8.549099,316.8269523707637,10.12,314.2,300-330,300-330,11.2832981265842
2006-09-07 03:00:00,8.830523,323.0628915536769,9.97,313.4,300-330,300-330,11.66660578334357
2006-09-07 04:00:00,8.940035,326.3751012933931,11.73,327.8,300-330,300-330,11.815764306095833
2006-09-07 05:00:00,8.89552,327.72044453444965,10.68,318.3,300-330,300-330,11.755133583980292
2006-09-07 06:00:00,8.679958,325.9058292061395,11.95,335.5,300-330,330-360,11.461531882965582
2006-09-07 07:00:00,8.831043,323.35553590778545,10.79,328.3,300-330,300-330,11.667314038437361
2006-09-07 08:00:00,9.188959,324.16554390805845,9.86,325.2,300-330,300-330,12.154806019493305
2006-09-07 09:00:00,9.173829,325.7083875461976,9.9,323.0,300-330,300-330,12.134198520322057
2006-09-07 10:00:00,8.584727,330.9381225251359,9.77,328.0,330-360,300-330,11.69222284776012
2006-09-07 11:00:00,8.180207,332.67993508453134,9.18,328.1,330-360,300-330,11.096998546179927
2006-09-07 12:00:00,7.6411476,336.33463715010305,8.01,335.0,330-360,330-360,10.303808456999572
2006-09-07 13:00:00,7.0553823,340.80374819361646,6.66,338.8,330-360,330-360,9.441893739352949
2006-09-07 14:00:00,6.473932,344.82032684184867,5.12,329.8,330-360,300-330,8.586328257495207
2006-09-07 15:00:00,5.775129,346.2166519930967,5.55,341.3,330-360,330-360,7.558086075113266
2006-09-07 16:00:00,5.269543,346.76552658345804,6.11,351.8,330-360,330-360,6.814149869885531
2006-09-07 17:00:00,5.027866,346.8719647476012,6.22,6.2,330-360,0-30,6.458538222666616
2006-09-07 18:00:00,4.8154144,349.9059357610344,6.71,351.8,330-360,330-360,6.1459298096596084
2006-09-07 19:00:00,4.339118,355.5466066414222,6.96,7.0,330-360,0-30,5.445091304678001
2006-09-07 20:00:00,3.787332,2.678745993640547,5.2,9.1,0-30,0-30,4.595014497847449
2006-09-07 21:00:00,3.154759,8.900395406158395,4.68,9.1,0-30,0-30,3.748677772356073
2006-09-07 22:00:00,2.0297153,22.310485383883474,4.23,21.8,0-30,0-30,2.243451022095309
2006-09-07 23:00:00,1.8177149,35.481468349648594,4.34,36.6,30-60,30-60,2.1042845086273623
2006-09-08 00:00:00,2.0672617,75.56759852945264,4.87,79.5,60-90,60-90,2.610898207136724
2006-09-08 01:00:00,2.6963859,107.03387465283876,3.85,165.5,90-120,150-180,3.6834190430378304
2006-09-08 02:00:00,3.0928943,129.4217625219672,3.73,175.3,120-150,150-180,4.674313878305744
2006-09-08 03:00:00,3.473577,140.9480110237201,4.41,162.1,120-150,150-180,5.224184265079077
2006-09-08 04:00:00,3.876179,146.61819303569834,6.33,164.9,120-150,150-180,5.80571559669913
