ob_time,ref_wind_speed,ref_wind_direction,target_wind_speed,target_wind_direction,bin,target_bin,prediction,longterm_target_estimate
1992-12-09 13:00:00,5.5474777,357.48685262520223,5.72,0.0,330-360,0-30,6.378104753545419,5.988476796236553
1992-12-09 14:00:00,5.162983,356.4685484264472,7.32,0.0,330-360,0-30,6.3505144664358015,5.500377764210568
1992-12-09 15:00:00,5.2666855,353.6355276381862,6.2,0.0,330-360,0-30,5.386134140302436,5.632023505669878
1992-12-09 16:00:00,5.051476,355.8835663603161,5.4,0.0,330-360,0-30,6.119035822415676,5.358824554857821
1992-12-09 17:00:00,4.870728,0.7424536930224974,5.12,0.0,0-30,0-30,5.837376495537767,4.540525135915303
1992-12-09 18:00:00,4.685977,6.07590563702567,5.75,0.0,0-30,0-30,4.5197046710866555,4.325091578883681
1992-12-09 19:00:00,4.2847652,12.392455492985846,4.97,0.0,0-30,0-30,4.377859020313737,3.857248453828552
1992-12-09 20:00:00,3.7856143,18.629193170654503,5.17,0.0,0-30,0-30,3.224965253299264,3.2752009743424564
1992-12-09 21:00:00,3.3017235,20.63747143839464,4.25,0.0,0-30,0-30,2.499155529064294,2.7109479188305645
1992-12-09 22:00:00,2.8028305,23.54952280019436,3.83,0.0,0-30,0-30,1.8069153114479983,2.129201170135416
1992-12-09 23:00:00,2.4955976,31.656293609622765,3.05,0.0,30-60,0-30,1.3456474611692313,1.928030828107198
1992-12-10 00:00:00,2.37882,33.38314965801436,3.45,0.0,30-60,0-30,1.2501945165168225,1.7962079468929215
1992-12-10 01:00:00,1.9174162,34.602524945833295,3.72,0.0,30-60,0-30,1.0009299733744745,1.2753582435318669
1992-12-10 02:00:00,1.9616448,36.417226874858926,0.52,0.0,30-60,0-30,0.7525471700864879,1.3252851257770386
1992-12-10 03:00:00,1.8896469,37.58175290649447,1.84,0.0,30-60,0-30,0.3793044696685278,1.244011228904887
1992-12-10 04:00:00,1.7914435,46.68531069353583,0.28,0.0,30-60,0-30,0.23415633531124339,1.133155592780852
1992-12-10 05:00:00,1.8710245,66.11909572396804,1.98,0.0,60-90,0-30,0.20764343159629117,1.0846585919706917
1992-12-10 06:00:00,1.6754822,79.2145636621677,0.18,0.0,60-90,0-30,0.184282073638754,0.8916122030994862
1992-12-10 07:00:00,1.7197049,93.60402883217893,0.0,0.0,90-120,0-30,0.10300604084228623,1.0250458020322148
1992-12-10 08:00:00,1.5951049,95.47152189064118,0.0,0.0,90-120,0-30,0.10241522741624538,0.9188959991260304
1992-12-10 09:00:00,0.96098375,77.86709502099426,1.16,0.0,60-90,0-30,0.23673021897114732,0.186233644973836
1992-12-10 10:00:00,0.7192331,80.08610762373716,0.0,0.0,60-90,0-30,0.4875983294244217,-0.0524312883411891
1992-12-10 11:00:00,0.8065988,92.73313753273356,0.0,0.0,90-120,0-30,0.9461975283125927,0.2471482695487905
1992-12-10 12:00:00,0.87792546,112.26532419697618,0.97,0.0,90-120,0-30,1.308615847309932,0.3079132045484408
1992-12-10 13:00:00,0.85781485,160.0974165935392,1.28,0.0,150-180,0-30,1.715578324888591,0.855745910196795
1992-12-10 14:00:00,0.94555223,210.9345971991104,2.1,0.0,210-240,0-30,2.4604381059856344,1.066767331957461
1992-12-10 15:00:00,1.0314504,236.41132978335423,1.84,0.0,210-240,0-30,3.057598500354853,1.1639599505909632
1992-12-10 16:00:00,1.6574931,233.7656540853104,1.58,0.0,210-240,0-30,3.295444162627929,1.8723188060751712
1992-12-10 17:00:00,1.8743167,219.94531512391643,2.63,0.0,210-240,0-30,3.054293010918099,2.117651779589543
1992-12-10 18:00:00,2.1872873,233.36630771829172,1.84,0.0,210-240,0-30,2.8519116166679286,2.47177378439242
1992-12-10 19:00:00,2.3138652,228.37499294052907,1.64,0.0,210-240,0-30,2.747666253199516,2.6149949678254263
1992-12-10 20:00:00,2.3317835,213.84460149724225,4.05,0.0,210-240,0-30,2.6875034907983206,2.635269282149709
1992-12-10 21:00:00,2.4186132,221.8422986588281,3.89,0.0,210-240,0-30,3.1236496207672624,2.733515914390668
1992-12-10 22:00:00,2.75003,227.9497507632958,5.57,0.0,210-240,0-30,2.9168469499129612,3.1085095452344413
1992-12-10 23:00:00,2.788648,222.94644961002217,2.05,0.0,210-240,0-30,2.9546486652054633,3.152205290398611
1992-12-11 00:00:00,2.7555356,234.94646564472305,4.49,0.0,210-240,0-30,2.8169333199139683,3.11473905723858
1992-12-11 01:00:00,2.90392,237.9780277900391,4.53,0.0,210-240,0-30,2.980603532078957,3.282634000755549
1992-12-11 02:00:00,3.2849813,243.59935347615152,4.73,0.0,240-270,0-30,3.1653024087736803,3.372082804101236
1992-12-11 03:00:00,3.3392613,248.56996497887644,3.53,0.0,240-270,0-30,3.4091995101330275,3.440829200180678
1992-12-11 04:00:00,3.4057567,244.87370529242577,3.67,0.0,240-270,0-30,3.7407833153437564,3.525046575012309
1992-12-11 05:00:00,3.557344,248.3170066800601,4.86,0.0,240-270,0-30,3.7788129962003363,3.7170340578128487
1992-12-11 06:00:00,3.8381245,252.7584466506239,3.47,0.0,240-270,0-30,3.6188487521727657,4.072646575579685
1992-12-11 07:00:00,3.827342,248.70231302446632,3.36,0.0,240-270,0-30,3.659097692500604,4.058990385164677
1992-12-11 08:00:00,3.89446,248.0325838648297,2.53,0.0,240-270,0-30,3.8676965207652017,4.14399629179806
1992-12-11 09:00:00,4.232779,252.23820530057188,2.46,0.0,240-270,0-30,4.42444366719209,4.572482142483411
