ob_time,ref_wind_speed,ref_wind_direction,target_wind_speed,target_wind_direction,bin,target_bin,prediction,longterm_target_estimate
1992-06-16 01:00:00,7.26027,20.02116511847663,8.95,25.0,0-30,0-30,7.888032555600943,8.294625977170686
1992-06-16 02:00:00,7.4504724,16.478296928550378,8.63,24.0,0-30,0-30,8.098797315184484,8.505261297799663
1992-06-16 03:00:00,7.843322,14.646144798163448,8.0,24.0,0-30,0-30,8.383905966790916,8.94031364968884
1992-06-16 04:00:00,8.38105,16.201705244190265,7.41,26.0,0-30,0-30,8.679049987741823,9.535808289562883
1992-06-16 05:00:00,8.595973,18.64610742005468,7.93,22.0,0-30,0-30,8.790803489096783,9.773819876249185
1992-06-16 06:00:00,8.797198,21.72375766999113,8.32,29.0,0-30,0-30,9.012937218358278,9.996661924475523
1992-06-16 07:00:00,8.317443,24.66940416997906,8.79,32.0,0-30,30-60,9.185804469414961,9.465368164521102
1992-06-16 08:00:00,7.643889,26.1796862686019,8.37,35.0,0-30,30-60,9.016408851396708,8.719456111093118
1992-06-16 09:00:00,6.8897886,26.609219335608373,9.42,25.0,0-30,0-30,8.382963799409813,7.884344779477741
1992-06-16 10:00:00,5.99297,26.31955062484701,9.04,26.0,0-30,0-30,7.504950109455814,6.891183424221282
1992-06-16 11:00:00,5.7540317,26.78792955575093,8.54,31.0,0-30,30-60,6.997825536579969,6.626576639916546
1992-06-16 12:00:00,5.6335373,24.68195920763057,7.77,27.0,0-30,0-30,6.932950518664421,6.493137857976906
1992-06-16 13:00:00,5.8631477,19.148251762212027,7.48,26.0,0-30,0-30,7.141221992546269,6.747414671643547
1992-06-16 14:00:00,6.2046666,8.750591334258417,7.34,26.0,0-30,0-30,7.3603645864611424,7.125622007630664
1992-06-16 15:00:00,6.5596647,7.599862720373864,7.65,22.0,0-30,0-30,7.518968011737531,7.518756576995603
1992-06-16 16:00:00,6.556916,13.217134250634215,7.19,26.0,0-30,0-30,7.485798301772581,7.515712591715644
1992-06-16 17:00:00,6.3743987,19.16780416501041,6.97,25.0,0-30,0-30,7.3602980299867315,7.313587960239725
1992-06-16 18:00:00,6.315771,25.45719675184,7.06,28.0,0-30,0-30,7.081161404048225,7.248662047700033
1992-06-16 19:00:00,6.509604,34.06565550646613,6.94,34.0,30-60,30-60,6.621296327969987,7.455484606022439
1992-06-16 20:00:00,6.343875,41.0988578063961,6.17,40.0,30-60,30-60,6.34024208772122,7.271379892611523
1992-06-16 21:00:00,6.2138395,45.19684179486293,5.06,63.0,30-60,60-90,6.294395534865815,7.126926305968601
1992-06-16 22:00:00,6.2769213,49.641885627393776,4.79,54.0,30-60,30-60,5.386160245283305,7.197002494870028
1992-06-16 23:00:00,5.903653,50.50377998921692,4.74,64.0,30-60,60-90,5.023875235758315,6.782346922237121
1992-06-17 00:00:00,5.744067,51.41250553828195,5.67,73.0,30-60,60-90,4.778757649516289,6.605066332875005
1992-06-17 01:00:00,5.7383623,52.56019031254242,6.06,74.0,30-60,60-90,4.678255116673122,6.598729106688911
1992-06-17 02:00:00,5.55243,53.331431057657966,8.49,50.0,30-60,30-60,4.653469113639377,6.392180990153288
1992-06-17 03:00:00,5.378253,52.73447481323629,8.76,42.0,30-60,30-60,5.0207657802694055,6.198691578717916
1992-06-17 04:00:00,5.3509316,50.13355119865031,8.24,35.0,30-60,30-60,5.50073661696869,6.168340834328069
1992-06-17 05:00:00,5.6043777,49.49168657790096,7.27,34.0,30-60,30-60,5.762875701858948,6.4498885514181
1992-06-17 06:00:00,5.7615333,49.87221922568898,5.6,54.0,30-60,30-60,5.955690435801007,6.624469262693256
1992-06-17 07:00:00,5.806876,46.2756576625585,6.07,38.0,30-60,30-60,6.146274323673742,6.674839474236058
1992-06-17 08:00:00,6.010906,38.55432885920308,7.63,37.0,30-60,30-60,6.677651575778134,6.90149192900999
1992-06-17 09:00:00,6.29988,33.04373980265703,8.06,23.0,30-60,0-30,7.67623104785756,7.222506811457874
1992-06-17 10:00:00,6.7024345,29.449638449743304,8.62,25.0,0-30,0-30,8.121810264639732,7.676863743882746
1992-06-17 11:00:00,6.9341354,23.15807254693084,8.42,33.0,0-30,30-60,8.241628574609383,7.933455634213901
1992-06-17 12:00:00,7.3079505,15.956252042001124,8.68,20.0,0-30,0-30,8.489430694770512,8.347428662127605
1992-06-17 13:00:00,7.664025,10.211596219568662,10.4,21.0,0-30,0-30,8.755958655701972,8.741755266183617
1992-06-17 14:00:00,8.099305,6.601446384897884,10.27,20.0,0-30,0-30,8.758213552635427,9.223796199228527
1992-06-17 15:00:00,8.562582,4.677472545741068,10.89,16.0,0-30,0-30,8.825547055258514,9.736841772970138
1992-06-17 16:00:00,8.806513,4.717116809988482,9.07,27.0,0-30,0-30,8.976600914920118,10.006977609302105
1992-06-17 17:00:00,8.638845,5.10990802047769,7.39,35.0,0-30,30-60,8.850461504590363,9.82129749727818
1992-06-17 18:00:00,9.067857,6.151249281839881,6.97,35.0,0-30,30-60,8.731353793496753,10.296397076324917
1992-06-17 19:00:00,8.843456,9.832940276515984,6.26,31.0,0-30,30-60,8.415160748016083,10.047889294170414
1992-06-17 20:00:00,8.445058,14.370342909167448,6.6,30.0,0-30,0-30,8.217373122463973,9.606692492931607
1992-06-17 21:00:00,8.118133,17.925402562301315,7.85,22.0,0-30,0-30,7.882835527589041,9.244646839477037
