ob_time,ref_wind_speed,ref_wind_direction,target_wind_speed,target_wind_direction,bin,target_bin
1992-11-04 22:00:00,2.572,270.0,2.01,135.0,240-270,120-150
1992-11-04 23:00:00,2.572,260.0,5.18,156.0,240-270,150-180
1992-11-05 00:00:00,3.601,280.0,4.67,169.0,270-300,150-180
1992-11-05 01:00:00,2.572,270.0,3.83,170.0,240-270,150-180
1992-11-05 02:00:00,4.116,280.0,4.14,166.0,270-300,150-180
1992-11-05 03:00:00,5.659,280.0,2.85,93.0,270-300,90-120
1992-11-05 04:00:00,4.116,250.0,3.53,62.0,240-270,60-90
1992-11-05 05:00:00,3.601,250.0,3.03,76.0,240-270,60-90
1992-11-05 06:00:00,1.029,240.0,2.32,69.0,210-240,60-90
1992-11-05 07:00:00,1.029,200.0,1.86,84.0,180-210,60-90
1992-11-05 08:00:00,2.572,190.0,2.36,79.0,180-210,60-90
1992-11-05 09:00:00,3.601,170.0,2.78,79.0,150-180,60-90
1992-11-05 10:00:00,3.601,140.0,0.72,42.0,120-150,30-60
1992-11-05 11:00:00,4.116,110.0,1.73,45.0,90-120,30-60
1992-11-05 12:00:00,3.601,90.0,1.26,42.0,60-90,30-60
1992-11-05 13:00:00,2.572,90.0,2.94,27.0,60-90,0-30
1992-11-05 14:00:00,2.572,70.0,2.17,23.0,60-90,0-30
1992-11-05 15:00:00,1.029,90.0,1.27,20.0,60-90,0-30
1992-11-05 16:00:00,1.029,70.0,1.86,20.0,60-90,0-30
1992-11-05 17:00:00,1.029,70.0,0.66,20.0,60-90,0-30
1992-11-05 18:00:00,0.0,0.0,2.68,27.0,0-30,0-30
1992-11-05 19:00:00,0.0,0.0,1.51,35.0,0-30,30-60
1992-11-05 20:00:00,1.029,200.0,0.46,97.0,180-210,90-120
1992-11-05 21:00:00,2.572,150.0,3.65,97.0,120-150,90-120
1992-11-05 22:00:00,2.058,40.0,3.54,148.0,30-60,120-150
1992-11-05 23:00:00,3.087,150.0,2.58,120.0,120-150,90-120
1992-11-06 00:00:00,3.601,80.0,1.46,151.0,60-90,150-180
1992-11-06 01:00:00,3.601,80.0,3.88,162.0,60-90,150-180
1992-11-06 02:00:00,2.572,180.0,4.79,166.0,150-180,150-180
1992-11-06 03:00:00,6.173,190.0,4.81,166.0,180-210,150-180
1992-11-06 04:00:00,5.144,190.0,5.6,175.0,180-210,150-180
1992-11-06 05:00:00,3.601,160.0,5.53,183.0,150-180,180-210
1992-11-06 06:00:00,3.087,130.0,4.63,191.0,120-150,180-210
1992-11-06 07:00:00,2.572,120.0,5.05,189.0,90-120,180-210
1992-11-06 08:00:00,1.029,120.0,6.11,196.0,90-120,180-210
1992-11-06 09:00:00,3.601,190.0,5.23,210.0,180-210,180-210
1992-11-06 10:00:00,3.087,190.0,4.73,201.0,180-210,180-210
1992-11-06 11:00:00,4.63,250.0,2.83,217.0,240-270,210-240
1992-11-06 12:00:00,5.144,190.0,3.5,213.0,180-210,210-240
1992-11-06 13:00:00,3.087,220.0,3.66,208.0,210-240,180-210
1992-11-06 14:00:00,3.087,260.0,3.51,190.0,240-270,180-210
1992-11-06 15:00:00,5.144,200.0,3.23,197.0,180-210,180-210
1992-11-06 16:00:00,3.087,200.0,2.84,197.0,180-210,180-210
1992-11-06 17:00:00,2.058,220.0,2.4,211.0,210-240,210-240
1992-11-09 00:00:00,5.659,160.0,6.95,176.0,150-180,150-180
1992-11-09 01:00:00,5.144,160.0,6.2,183.0,150-180,180-210
1992-11-09 02:00:00,4.63,170.0,6.59,173.0,150-180,150-180
1992-11-09 03:00:00,4.63,160.0,3.86,187.0,150-180,180-210
1992-11-09 04:00:00,4.63,170.0,5.51,194.0,150-180,180-210
1992-11-09 05:00:00,4.116,170.0,4.9,186.0,150-180,180-210
1992-11-09 06:00:00,5.144,190.0,6.26,191.0,180-210,180-210
1992-11-09 07:00:00,6.688,180.0,7.71,183.0,150-180,180-210
1992-11-09 08:00:00,6.688,180.0,6.87,191.0,150-180,180-210
1992-11-09 09:00:00,9.26,200.0,9.02,197.0,180-210,180-210
1992-11-09 10:00:00,8.231,190.0,8.89,194.0,180-210,180-210
1992-11-09 11:00:00,7.202,190.0,9.9,193.0,180-210,180-210
1992-11-09 12:00:00,9.26,190.0,10.0,190.0,180-210,180-210
1992-11-09 13:00:00,9.774,180.0,9.78,196.0,150-180,180-210
1992-11-09 14:00:00,9.26,180.0,9.33,218.0,150-180,210-240
1992-11-09 15:00:00,12.347,230.0,11.68,282.0,210-240,270-300
1992-11-09 16:00:00,9.26,280.0,8.47,258.0,270-300,240-270
1992-11-09 17:00:00,8.231,270.0,8.98,166.0,240-270,150-180
1992-11-09 18:00:00,7.717,280.0,8.33,145.0,270-300,120-150
1992-11-09 19:00:00,8.231,270.0,10.04,145.0,240-270,120-150
1992-11-09 20:00:00,8.231,290.0,7.97,156.0,270-300,150-180
1992-11-09 21:00:00,7.202,300.0,6.41,145.0,270-300,120-150
1992-11-09 22:00:00,5.144,280.0,5.76,146.0,270-300,120-150
1992-11-09 23:00:00,4.116,280.0,8.66,153.0,270-300,150-180
1992-11-10 00:00:00,7.202,310.0,9.57,165.0,300-330,150-180
1992-11-10 01:00:00,4.116,280.0,7.17,172.0,270-300,150-180
1992-11-10 02:00:00,6.173,270.0,4.74,215.0,240-270,210-240
1992-11-10 03:00:00,7.202,260.0,7.99,194.0,240-270,180-210
1992-11-10 04:00:00,5.144,250.0,6.59,203.0,240-270,180-210
1992-11-10 05:00:00,7.202,180.0,8.62,191.0,150-180,180-210
1992-11-10 06:00:00,3.087,190.0,8.99,206.0,180-210,180-210
1992-11-10 07:00:00,10.289,270.0,11.35,201.0,240-270,180-210
1992-11-10 08:00:00,9.26,290.0,10.22,201.0,270-300,180-210
1992-11-10 09:00:00,8.746,290.0,8.08,229.0,270-300,210-240
1992-11-10 10:00:00,10.803,280.0,9.62,204.0,270-300,180-210
1992-11-10 11:00:00,10.803,290.0,9.3,34.0,270-300,30-60
1992-11-10 12:00:00,7.202,280.0,8.05,39.0,270-300,30-60
1992-11-10 13:00:00,8.746,280.0,7.94,45.0,270-300,30-60
1992-11-10 14:00:00,7.717,270.0,7.81,61.0,240-270,60-90
1992-11-10 15:00:00,7.202,280.0,7.15,28.0,270-300,0-30
1992-11-10 16:00:00,8.231,270.0,7.74,39.0,240-270,30-60
1992-11-10 17:00:00,8.231,240.0,7.57,35.0,210-240,30-60
1992-11-10 18:00:00,6.173,230.0,7.27,48.0,210-240,30-60
1992-11-10 19:00:00,6.173,180.0,5.97,34.0,150-180,30-60
1992-11-10 20:00:00,4.63,180.0,4.77,28.0,150-180,0-30
1992-11-10 21:00:00,7.202,190.0,5.48,66.0,180-210,60-90
1992-11-10 22:00:00,6.173,190.0,5.76,79.0,180-210,60-90
1992-11-10 23:00:00,5.144,120.0,6.7,84.0,90-120,60-90
1992-11-11 00:00:00,7.717,120.0,12.07,121.0,90-120,120-150
1992-11-11 01:00:00,9.26,130.0,8.96,117.0,120-150,90-120
1992-11-11 02:00:00,8.231,160.0,13.24,131.0,150-180,120-150
1992-11-11 03:00:00,15.433,240.0,13.04,125.0,210-240,120-150
1992-11-11 04:00:00,15.433,250.0,13.4,99.0,240-270,90-120
1992-11-11 05:00:00,15.433,250.0,13.91,248.0,240-270,240-270
1992-11-11 06:00:00,12.347,330.0,12.34,317.0,300-330,300-330
1992-11-11 07:00:00,12.347,320.0,13.03,313.0,300-330,300-330
