ob_time,ref_wind_speed,ref_wind_direction,target_wind_speed,target_wind_direction,bin,target_bin
2006-09-07 06:00:00,2.058,30.0,7.9369,324.93,0-30,300-330
2006-09-07 07:00:00,3.601,340.0,8.4253,324.9,330-360,300-330
2006-09-07 08:00:00,5.144,350.0,8.4323,328.04,330-360,300-330
2006-09-07 09:00:00,6.173,340.0,8.2549,332.21,330-360,330-360
2006-09-07 10:00:00,5.659,330.0,7.769,336.65,300-330,330-360
2006-09-07 11:00:00,5.144,310.0,7.1444,340.64,300-330,330-360
2006-09-07 12:00:00,5.659,290.0,6.0754,334.0,270-300,330-360
2006-09-07 13:00:00,6.688,300.0,6.3094,338.94,270-300,330-360
2006-09-07 14:00:00,6.688,300.0,6.3365,347.18,270-300,330-360
2006-09-07 15:00:00,7.202,300.0,6.0694,355.05,270-300,330-360
2006-09-07 16:00:00,7.202,310.0,5.5183,358.02,300-330,330-360
2006-09-07 17:00:00,6.688,310.0,5.0967,0.72979,300-330,0-30
2006-09-07 18:00:00,6.173,320.0,4.796,357.26,300-330,330-360
2006-09-07 19:00:00,2.572,330.0,4.7902,356.19,300-330,330-360
2006-09-07 20:00:00,2.058,360.0,5.0016,357.41,330-360,330-360
2006-09-07 21:00:00,2.058,360.0,5.0224,3.4343,330-360,0-30
2006-09-07 22:00:00,1.543,350.0,4.72,13.953,330-360,0-30
2006-09-07 23:00:00,0.0,0.0,4.3661,27.447,0-30,0-30
2006-09-08 00:00:00,0.0,0.0,4.1828,45.182,0-30,30-60
2006-09-08 01:00:00,0.0,0.0,3.3054,68.071,0-30,60-90
2006-09-08 02:00:00,1.029,40.0,3.035,95.246,30-60,90-120
2006-09-08 03:00:00,0.0,0.0,3.4567,115.58,0-30,90-120
2006-09-08 04:00:00,1.543,120.0,3.946,131.81,90-120,120-150
2006-09-08 05:00:00,2.572,120.0,4.5552,144.34,90-120,120-150
2006-09-08 06:00:00,3.087,100.0,5.9522,168.7,90-120,150-180
2006-09-08 07:00:00,4.116,100.0,5.9687,173.03,90-120,150-180
2006-09-08 08:00:00,4.116,110.0,5.7628,172.13,90-120,150-180
2006-09-08 09:00:00,4.63,110.0,5.2204,172.01,90-120,150-180
2006-09-08 10:00:00,5.144,130.0,4.4387,170.57,120-150,150-180
2006-09-08 11:00:00,4.63,120.0,3.4703,168.45,90-120,150-180
2006-09-08 12:00:00,4.116,160.0,2.3744,156.41,150-180,150-180
2006-09-08 13:00:00,4.116,140.0,1.5518,139.74,120-150,120-150
2006-09-08 14:00:00,3.087,180.0,1.3538,99.719,150-180,90-120
2006-09-08 15:00:00,1.543,230.0,1.8273,69.797,210-240,60-90
2006-09-08 16:00:00,0.514,250.0,2.4014,58.734,240-270,30-60
2006-09-08 17:00:00,1.543,280.0,3.0385,56.316,270-300,30-60
2006-09-08 18:00:00,0.0,0.0,3.3136,65.841,0-30,60-90
2006-09-08 19:00:00,0.0,0.0,3.6228,77.491,0-30,60-90
2006-09-08 20:00:00,0.514,90.0,3.8042,89.162,60-90,60-90
2006-09-08 21:00:00,3.601,120.0,4.0511,102.98,90-120,90-120
2006-09-08 22:00:00,3.087,110.0,4.7186,112.63,90-120,90-120
2006-09-08 23:00:00,3.087,100.0,5.5394,120.32,90-120,120-150
2006-09-09 00:00:00,4.116,100.0,5.9469,125.88,90-120,120-150
2006-09-09 01:00:00,4.116,100.0,7.0243,133.39,90-120,120-150
2006-09-09 02:00:00,4.116,110.0,7.2994,141.07,90-120,120-150
2006-09-09 03:00:00,4.63,110.0,7.0914,144.17,90-120,120-150
2006-09-09 04:00:00,6.173,130.0,7.0117,141.69,120-150,120-150
2006-09-09 05:00:00,5.659,120.0,7.0646,140.18,90-120,120-150
2006-09-09 06:00:00,4.116,100.0,7.5075,142.29,90-120,120-150
2006-09-09 07:00:00,4.116,100.0,7.3585,142.01,90-120,120-150
2006-09-09 08:00:00,4.63,100.0,7.1969,144.41,90-120,120-150
2006-09-09 09:00:00,6.173,130.0,6.8667,147.3,120-150,120-150
2006-09-09 10:00:00,6.173,130.0,6.0749,147.45,120-150,120-150
2006-09-09 11:00:00,5.659,130.0,5.086,146.33,120-150,120-150
2006-09-09 12:00:00,6.688,130.0,4.8671,140.99,120-150,120-150
2006-09-09 13:00:00,6.688,130.0,3.6313,145.56,120-150,120-150
2006-09-09 14:00:00,4.63,140.0,2.6899,141.33,120-150,120-150
2006-09-09 15:00:00,4.63,130.0,1.9776,136.56,120-150,120-150
2006-09-09 16:00:00,4.63,140.0,2.058,132.09,120-150,120-150
2006-09-09 17:00:00,4.116,130.0,2.3544,126.43,120-150,120-150
2006-09-09 18:00:00,3.087,150.0,2.5476,107.87,120-150,90-120
2006-09-09 19:00:00,3.601,140.0,3.3404,114.68,120-150,90-120
2006-09-09 20:00:00,3.601,110.0,3.8968,122.04,90-120,120-150
2006-09-09 21:00:00,3.087,100.0,4.4816,127.06,90-120,120-150
2006-09-09 22:00:00,3.601,90.0,5.0617,133.21,60-90,120-150
2006-09-09 23:00:00,4.116,100.0,5.6223,138.97,90-120,120-150
2006-09-10 00:00:00,4.116,100.0,5.433,144.92,90-120,120-150
2006-09-10 01:00:00,5.144,100.0,6.1431,151.67,90-120,150-180
2006-09-10 02:00:00,4.63,110.0,6.2296,155.68,90-120,150-180
2006-09-10 03:00:00,4.116,110.0,6.0768,158.26,90-120,150-180
2006-09-10 04:00:00,5.144,100.0,5.8474,157.48,90-120,150-180
2006-09-10 05:00:00,4.63,100.0,5.6397,156.49,90-120,150-180
2006-09-10 06:00:00,4.63,90.0,5.1179,155.58,60-90,150-180
2006-09-10 07:00:00,4.116,90.0,5.5716,154.72,60-90,150-180
2006-09-10 08:00:00,4.116,110.0,5.7204,156.0,90-120,150-180
2006-09-10 09:00:00,4.63,110.0,5.5599,157.2,90-120,150-180
2006-09-10 10:00:00,5.144,110.0,5.1695,163.0,90-120,150-180
2006-09-10 11:00:00,6.173,100.0,4.8574,171.14,90-120,150-180
2006-09-10 12:00:00,5.659,120.0,3.9188,185.57,90-120,180-210
2006-09-10 13:00:00,5.144,130.0,4.2558,193.67,120-150,180-210
2006-09-10 14:00:00,4.63,140.0,4.3158,206.04,120-150,180-210
2006-09-10 15:00:00,3.601,150.0,4.1629,215.42,120-150,210-240
2006-09-10 16:00:00,3.087,170.0,3.8559,220.44,150-180,210-240
2006-09-10 17:00:00,2.572,140.0,3.492,225.19,120-150,210-240
2006-09-10 18:00:00,1.543,120.0,1.0303,213.99,90-120,210-240
2006-09-10 19:00:00,0.0,0.0,1.4791,188.48,0-30,180-210
2006-09-10 20:00:00,0.0,0.0,2.4259,186.38,0-30,180-210
2006-09-10 21:00:00,1.029,220.0,3.6273,195.13,210-240,180-210
2006-09-10 22:00:00,0.0,0.0,4.3609,202.21,0-30,180-210
2006-09-10 23:00:00,1.543,110.0,4.7581,205.07,90-120,180-210
2006-09-11 00:00:00,0.0,0.0,5.5339,203.31,0-30,180-210
2006-09-11 01:00:00,2.572,110.0,5.1412,198.02,90-120,180-210
2006-09-11 02:00:00,2.572,110.0,5.0434,187.09,90-120,180-210
2006-09-11 03:00:00,2.572,110.0,5.4187,175.52,90-120,150-180
2006-09-11 04:00:00,2.058,110.0,5.877,170.25,90-120,150-180
2006-09-11 05:00:00,3.087,110.0,6.1535,167.08,90-120,150-180
2006-09-11 06:00:00,3.601,120.0,6.0052,159.74,90-120,150-180
2006-09-11 07:00:00,3.087,120.0,6.1785,161.31,90-120,150-180
2006-09-11 08:00:00,4.116,130.0,6.0169,163.34,120-150,150-180
2006-09-11 09:00:00,4.116,120.0,5.76,163.77,90-120,150-180
2006-09-11 10:00:00,3.087,130.0,5.2393,168.79,120-150,150-180
2006-09-11 11:00:00,3.087,130.0,4.6825,176.98,120-150,150-180
2006-09-11 12:00:00,3.087,140.0,1.844,158.04,120-150,150-180
2006-09-11 13:00:00,2.572,100.0,2.0121,197.48,90-120,180-210
2006-09-11 14:00:00,3.601,100.0,2.2142,225.74,90-120,210-240
2006-09-11 15:00:00,3.087,130.0,2.1382,241.9,120-150,240-270
2006-09-11 16:00:00,0.0,0.0,2.0489,247.64,0-30,240-270
2006-09-11 17:00:00,2.058,330.0,2.0889,248.3,300-330,240-270
2006-09-11 18:00:00,2.058,310.0,2.8496,198.18,300-330,180-210
2006-09-11 19:00:00,3.601,320.0,3.0242,192.46,300-330,180-210
2006-09-11 20:00:00,2.058,280.0,3.4118,190.81,270-300,180-210
2006-09-11 21:00:00,3.601,260.0,3.4679,186.54,240-270,180-210
2006-09-11 22:00:00,1.543,340.0,3.9824,176.13,330-360,150-180
2006-09-11 23:00:00,3.087,310.0,4.5046,168.73,300-330,150-180
2006-09-12 00:00:00,0.0,0.0,4.9515,154.29,0-30,150-180
2006-09-12 01:00:00,0.0,0.0,6.0202,162.46,0-30,150-180
2006-09-12 02:00:00,0.0,0.0,6.7921,171.78,0-30,150-180
2006-09-12 03:00:00,3.087,120.0,7.2379,183.36,90-120,180-210
2006-09-12 04:00:00,3.601,140.0,7.179,192.71,120-150,180-210
2006-09-12 05:00:00,3.601,170.0,7.1206,198.31,150-180,180-210
2006-09-12 06:00:00,2.572,190.0,7.2638,199.15,180-210,180-210
2006-09-12 07:00:00,2.058,180.0,7.0255,190.46,150-180,180-210
2006-09-12 08:00:00,2.058,160.0,7.038,186.25,150-180,180-210
2006-09-12 09:00:00,1.543,160.0,6.9,186.2,150-180,180-210
2006-09-12 10:00:00,3.087,140.0,6.9754,188.08,120-150,180-210
2006-09-12 11:00:00,3.601,150.0,7.1345,190.29,120-150,180-210
2006-09-12 12:00:00,4.116,160.0,6.572,189.61,150-180,180-210
2006-09-12 13:00:00,5.144,170.0,7.1976,188.55,150-180,180-210
2006-09-12 14:00:00,5.144,150.0,7.6502,193.26,120-150,180-210
2006-09-12 15:00:00,3.601,180.0,8.13,200.16,150-180,180-210
2006-09-12 16:00:00,3.087,250.0,8.199,199.64,240-270,180-210
2006-09-12 17:00:00,4.116,220.0,8.2364,197.96,210-240,180-210
2006-09-12 18:00:00,2.058,220.0,7.5273,196.22,210-240,180-210
2006-09-12 19:00:00,0.0,0.0,7.7696,188.84,0-30,180-210
2006-09-12 20:00:00,0.0,0.0,7.8812,185.94,0-30,180-210
2006-09-12 21:00:00,0.0,0.0,7.7456,182.5,0-30,180-210
2006-09-12 22:00:00,2.572,110.0,7.5956,177.12,90-120,150-180
2006-09-12 23:00:00,3.087,110.0,7.7113,173.78,90-120,150-180
2006-09-13 00:00:00,2.058,100.0,8.6833,173.07,90-120,150-180
2006-09-13 01:00:00,4.116,120.0,9.1955,172.47,90-120,150-180
2006-09-13 02:00:00,5.144,150.0,9.3137,171.68,120-150,150-180
2006-09-13 03:00:00,6.173,140.0,9.1298,168.36,120-150,150-180
2006-09-13 04:00:00,5.659,140.0,8.9022,164.91,120-150,150-180
2006-09-13 05:00:00,5.659,130.0,8.7878,163.28,120-150,150-180
2006-09-13 06:00:00,6.173,140.0,8.6398,163.55,120-150,150-180
2006-09-13 07:00:00,5.659,140.0,9.4212,161.57,120-150,150-180
2006-09-13 08:00:00,5.659,150.0,9.8254,167.05,120-150,150-180
2006-09-13 09:00:00,5.144,140.0,9.7975,169.69,120-150,150-180
2006-09-13 10:00:00,7.202,140.0,9.058,169.5,120-150,150-180
2006-09-13 11:00:00,6.173,150.0,8.3143,169.07,120-150,150-180
2006-09-13 12:00:00,7.717,150.0,7.598,156.0,120-150,150-180
2006-09-13 13:00:00,6.173,150.0,7.6135,164.32,120-150,150-180
2006-09-13 14:00:00,5.659,150.0,8.0214,178.3,120-150,150-180
2006-09-13 15:00:00,6.688,170.0,8.1838,189.42,150-180,180-210
2006-09-13 16:00:00,6.173,170.0,8.3978,191.52,150-180,180-210
2006-09-13 17:00:00,5.144,200.0,8.4152,191.57,180-210,180-210
2006-09-13 18:00:00,1.543,200.0,8.2909,186.56,180-210,180-210
2006-09-13 19:00:00,2.572,160.0,8.6649,185.36,150-180,180-210
2006-09-13 20:00:00,2.058,160.0,8.1896,187.54,150-180,180-210
2006-09-13 21:00:00,3.087,130.0,7.3137,192.12,120-150,180-210
2006-09-13 22:00:00,2.572,140.0,6.3678,193.88,120-150,180-210
2006-09-13 23:00:00,3.601,130.0,5.5264,193.02,120-150,180-210
2006-09-14 00:00:00,3.601,130.0,5.5223,184.18,120-150,180-210
2006-09-14 01:00:00,4.116,120.0,5.114,179.77,90-120,150-180
2006-09-14 02:00:00,2.572,130.0,4.2227,181.36,120-150,180-210
2006-09-14 03:00:00,5.144,110.0,3.1247,199.55,90-120,180-210
2006-09-14 04:00:00,3.087,100.0,2.6377,235.3,90-120,210-240
2006-09-14 05:00:00,2.058,100.0,3.2096,273.67,90-120,270-300
2006-09-14 06:00:00,3.601,80.0,3.504,264.37,60-90,240-270
2006-09-14 07:00:00,3.601,80.0,3.2749,298.92,60-90,270-300
2006-09-14 08:00:00,2.572,100.0,3.8333,320.55,90-120,300-330
2006-09-14 09:00:00,2.572,60.0,4.4494,322.69,30-60,300-330
2006-09-14 10:00:00,2.572,70.0,4.7009,319.55,60-90,300-330
2006-09-14 11:00:00,1.029,70.0,4.9765,315.99,60-90,300-330
2006-09-14 12:00:00,0.0,0.0,5.1246,317.99,0-30,300-330
2006-09-14 13:00:00,0.0,0.0,5.3092,316.06,0-30,300-330
2006-09-14 14:00:00,0.0,0.0,5.5754,312.65,0-30,300-330
2006-09-14 15:00:00,3.087,290.0,5.5598,309.15,270-300,300-330
2006-09-14 16:00:00,5.144,310.0,4.7385,306.32,300-330,300-330
2006-09-14 17:00:00,5.659,310.0,4.0122,304.17,300-330,300-330
2006-09-14 18:00:00,6.173,320.0,2.7817,316.5,300-330,300-330
2006-09-14 19:00:00,5.144,290.0,2.0477,311.32,270-300,300-330
2006-09-14 20:00:00,4.63,290.0,1.7171,290.02,270-300,270-300
2006-09-14 21:00:00,5.144,300.0,2.1127,281.66,270-300,270-300
2006-09-14 22:00:00,4.63,320.0,2.549,293.14,300-330,270-300
2006-09-14 23:00:00,5.144,290.0,2.9425,301.73,270-300,300-330
2006-09-15 00:00:00,5.144,290.0,3.4177,287.79,270-300,270-300
2006-09-15 01:00:00,5.659,300.0,3.9802,303.79,270-300,300-330
2006-09-15 02:00:00,5.659,320.0,4.2045,318.51,300-330,300-330
2006-09-15 03:00:00,4.63,320.0,4.2348,330.07,300-330,330-360
2006-09-15 04:00:00,4.63,320.0,4.098,339.42,300-330,330-360
