ob_time,ref_wind_speed,ref_wind_direction,target_wind_speed,target_wind_direction,bin,target_bin
2006-11-14 03:00:00,6.173,230.0,13.62,257.4,210-240,240-270
2006-11-14 04:00:00,3.601,240.0,12.4,257.2,210-240,240-270
2006-11-14 05:00:00,5.659,250.0,12.39,256.2,240-270,240-270
2006-11-14 06:00:00,4.116,210.0,12.89,261.6,180-210,240-270
2006-11-14 07:00:00,4.116,210.0,12.47,263.8,180-210,240-270
2006-11-14 08:00:00,7.202,220.0,11.47,251.1,210-240,240-270
2006-11-14 09:00:00,4.116,240.0,10.71,243.2,210-240,240-270
2006-11-14 10:00:00,4.116,240.0,12.45,255.8,210-240,240-270
2006-11-14 11:00:00,2.572,210.0,11.11,260.8,180-210,240-270
2006-11-14 12:00:00,5.144,210.0,11.37,255.5,180-210,240-270
2006-11-14 13:00:00,4.63,210.0,10.31,240.7,180-210,240-270
2006-11-14 14:00:00,4.63,220.0,10.49,229.6,210-240,210-240
2006-11-14 15:00:00,3.087,210.0,9.77,216.6,180-210,210-240
2006-11-14 16:00:00,4.116,210.0,9.75,220.0,180-210,210-240
2006-11-14 17:00:00,6.173,220.0,7.65,230.7,210-240,210-240
2006-11-14 18:00:00,10.803,210.0,14.4,232.7,180-210,210-240
2006-11-14 19:00:00,5.144,220.0,15.18,234.7,210-240,210-240
2006-11-14 20:00:00,7.202,220.0,16.32,231.6,210-240,210-240
2006-11-14 21:00:00,5.144,230.0,16.08,235.4,210-240,210-240
2006-11-14 22:00:00,5.144,240.0,14.08,232.9,210-240,210-240
2006-11-14 23:00:00,7.202,220.0,15.46,236.6,210-240,210-240
2006-11-15 00:00:00,7.202,230.0,13.67,230.6,210-240,210-240
2006-11-15 01:00:00,7.202,220.0,14.84,230.6,210-240,210-240
2006-11-15 02:00:00,6.173,220.0,13.17,226.0,210-240,210-240
2006-11-15 03:00:00,7.202,220.0,13.56,227.7,210-240,210-240
2006-11-15 04:00:00,5.144,210.0,13.02,223.8,180-210,210-240
2006-11-15 05:00:00,7.717,210.0,13.75,225.4,180-210,210-240
2006-11-15 06:00:00,8.231,200.0,13.28,219.2,180-210,210-240
2006-11-15 07:00:00,6.688,200.0,11.34,215.1,180-210,210-240
2006-11-15 08:00:00,6.173,210.0,10.95,212.3,180-210,210-240
2006-11-15 09:00:00,5.144,220.0,11.43,209.7,210-240,180-210
2006-11-15 10:00:00,5.659,210.0,12.62,214.7,180-210,210-240
2006-11-15 11:00:00,6.688,210.0,12.29,215.7,180-210,210-240
2006-11-15 12:00:00,7.202,200.0,14.53,208.9,180-210,180-210
2006-11-15 13:00:00,7.202,200.0,14.87,212.4,180-210,210-240
2006-11-15 14:00:00,7.717,170.0,14.25,203.6,150-180,180-210
2006-11-15 17:00:00,10.289,170.0,10.24,190.5,150-180,180-210
2006-11-15 18:00:00,7.717,170.0,12.93,183.7,150-180,180-210
2006-11-15 19:00:00,8.746,170.0,13.95,181.8,150-180,180-210
2006-11-15 20:00:00,11.318,180.0,14.59,190.9,150-180,180-210
2006-11-15 21:00:00,10.289,180.0,16.3,191.3,150-180,180-210
2006-11-15 23:00:00,9.26,190.0,17.62,194.7,180-210,180-210
2006-11-16 00:00:00,9.26,190.0,16.49,196.9,180-210,180-210
2006-11-16 01:00:00,7.717,180.0,16.91,195.9,150-180,180-210
