ob_time,ref_wind_speed,ref_wind_direction,target_wind_speed,target_wind_direction,bin,target_bin
1992-07-07 11:00:00,2.572,340.0,3.52,30.0,330-360,0-30
1992-07-07 12:00:00,2.572,320.0,3.55,332.0,300-330,330-360
1992-07-07 13:00:00,2.572,340.0,3.78,135.0,330-360,120-150
1992-07-07 14:00:00,2.058,40.0,3.76,61.0,30-60,60-90
1992-07-07 15:00:00,1.543,80.0,3.55,55.0,60-90,30-60
1992-07-07 16:00:00,0.0,0.0,3.49,39.0,0-30,30-60
1992-07-07 17:00:00,0.0,0.0,4.13,46.0,0-30,30-60
1992-07-07 18:00:00,0.0,0.0,3.43,42.0,0-30,30-60
1992-07-07 19:00:00,2.058,360.0,3.23,42.0,330-360,30-60
1992-07-07 20:00:00,0.0,0.0,3.12,44.0,0-30,30-60
1992-07-07 21:00:00,0.0,0.0,3.01,39.0,0-30,30-60
1992-07-07 22:00:00,0.0,0.0,3.15,41.0,0-30,30-60
1992-07-07 23:00:00,2.572,340.0,3.13,39.0,330-360,30-60
1992-07-08 00:00:00,2.058,340.0,1.61,51.0,330-360,30-60
1992-07-08 01:00:00,1.029,360.0,1.97,49.0,330-360,30-60
1992-07-08 02:00:00,0.0,0.0,2.39,48.0,0-30,30-60
1992-07-08 03:00:00,1.543,300.0,1.86,53.0,270-300,30-60
1992-07-08 04:00:00,0.0,0.0,0.55,89.0,0-30,60-90
1992-07-08 05:00:00,0.0,0.0,0.52,144.0,0-30,120-150
1992-07-08 06:00:00,0.0,0.0,0.21,153.0,0-30,150-180
1992-07-08 07:00:00,1.543,240.0,0.62,189.0,210-240,180-210
1992-07-08 08:00:00,0.0,0.0,0.66,189.0,0-30,180-210
1992-07-08 09:00:00,0.514,350.0,1.14,193.0,330-360,180-210
1992-07-08 10:00:00,0.514,10.0,2.08,221.0,0-30,210-240
1992-07-08 11:00:00,2.572,340.0,1.33,34.0,330-360,30-60
1992-07-08 12:00:00,3.087,360.0,1.38,108.0,330-360,90-120
1992-07-08 13:00:00,3.087,10.0,1.07,30.0,0-30,0-30
1992-07-08 14:00:00,3.087,350.0,1.57,51.0,330-360,30-60
1992-07-08 15:00:00,2.572,360.0,2.04,53.0,330-360,30-60
1992-07-08 16:00:00,1.543,320.0,3.32,44.0,300-330,30-60
1992-07-08 17:00:00,0.0,0.0,2.49,46.0,0-30,30-60
1992-07-08 18:00:00,0.0,0.0,3.19,38.0,0-30,30-60
1992-07-08 19:00:00,1.543,30.0,1.61,199.0,0-30,180-210
1992-07-08 20:00:00,4.116,330.0,0.69,265.0,300-330,240-270
1992-07-08 21:00:00,4.63,340.0,2.85,96.0,330-360,90-120
1992-07-08 22:00:00,4.63,340.0,1.78,37.0,330-360,30-60
1992-07-08 23:00:00,3.087,350.0,2.36,42.0,330-360,30-60
1992-07-09 00:00:00,2.058,340.0,2.45,45.0,330-360,30-60
1992-07-09 01:00:00,2.058,350.0,2.02,49.0,330-360,30-60
