ob_time,ref_wind_speed,ref_wind_direction,target_wind_speed,target_wind_direction,bin,target_bin
1992-07-27 22:00:00,2.2311165,297.37939091721205,3.02,320.0,270-300,300-330
1992-07-27 23:00:00,2.2111373,307.72463969562034,2.34,334.0,300-330,330-360
1992-07-28 00:00:00,2.2607028,325.88144796627853,2.54,322.0,300-330,300-330
1992-07-28 01:00:00,2.6155686,346.7976815042434,1.21,353.0,330-360,330-360
1992-07-28 02:00:00,2.6089292,6.196418388339765,2.22,28.0,0-30,0-30
1992-07-28 03:00:00,2.4432642,21.3244666513599,1.9,31.0,0-30,30-60
1992-07-28 04:00:00,2.2952945,30.15660557251738,3.18,41.0,30-60,30-60
1992-07-28 05:00:00,2.7374842,36.600155139652486,1.88,59.0,30-60,30-60
1992-07-28 06:00:00,1.7615408,49.271845675782,1.67,77.0,30-60,60-90
1992-07-28 07:00:00,1.6819246,69.37640370319926,1.67,100.0,60-90,90-120
1992-07-28 08:00:00,2.1066496,90.29973508511854,1.16,134.0,90-120,120-150
1992-07-28 09:00:00,2.4168487,109.52096050397816,3.08,130.0,90-120,120-150
1992-07-28 10:00:00,2.5644908,127.77012710400662,3.69,132.0,120-150,120-150
1992-07-28 11:00:00,2.4979985,123.5474663244474,3.81,139.0,120-150,120-150
1992-07-28 12:00:00,2.121773,115.50958270808115,4.81,169.0,90-120,150-180
1992-07-28 13:00:00,1.7340832,95.97281630365585,3.96,139.0,90-120,120-150
1992-07-28 14:00:00,1.9896414,75.63164932585462,3.49,132.0,60-90,120-150
1992-07-28 15:00:00,2.5055392,68.26876784775831,2.65,130.0,60-90,120-150
1992-07-28 16:00:00,2.741284,71.62702516925351,2.0,137.0,60-90,120-150
1992-07-28 17:00:00,2.7928903,80.18358708030574,0.49,114.0,60-90,90-120
1992-07-28 18:00:00,2.6202452,89.42297149588681,2.73,8.0,60-90,0-30
1992-07-28 19:00:00,2.0446246,93.49928592377604,1.31,23.0,90-120,0-30
1992-07-28 20:00:00,2.1497853,93.26455587942536,0.32,104.0,90-120,90-120
1992-07-28 21:00:00,2.482495,95.1084553653633,1.2,152.0,90-120,150-180
1992-07-28 22:00:00,2.5760152,106.7978308411818,3.84,117.0,90-120,90-120
1992-07-28 23:00:00,2.5075388,103.05008019815445,2.32,106.0,90-120,90-120
