ob_time,ref_wind_speed,ref_wind_direction,target_wind_speed,target_wind_direction,bin,target_bin
1992-07-02 00:00:00,3.8713202,105.2452182056592,5.78,109.81,90-120,90-120
1992-07-02 01:00:00,3.8781197,110.2314815836913,7.21,112.63,90-120,90-120
1992-07-02 02:00:00,4.541648,111.42816950482866,6.23,119.67,90-120,90-120
1992-07-02 03:00:00,4.948232,115.4386498130739,7.06,111.22,90-120,90-120
1992-07-02 04:00:00,4.7364464,119.89191662094323,6.46,116.85,90-120,90-120
1992-07-02 05:00:00,4.80055,119.2757915106579,6.45,112.63,90-120,90-120
1992-07-02 06:00:00,4.9507036,119.22728099262434,5.34,126.71,90-120,120-150
1992-07-02 07:00:00,5.3425956,115.94200758639742,5.31,125.3,90-120,120-150
1992-07-02 08:00:00,5.6592727,115.70126671235369,4.7,133.75,90-120,120-150
1992-07-02 09:00:00,5.48324,122.20774582052326,5.23,137.97,120-150,120-150
1992-07-02 10:00:00,5.517568,130.42102271346602,6.74,133.75,120-150,120-150
1992-07-02 11:00:00,5.6002536,133.17873186882255,6.74,142.19,120-150,120-150
1992-07-02 12:00:00,5.353092,138.36387523316097,7.32,142.19,120-150,120-150
1992-07-02 13:00:00,5.4701962,145.57834554462758,6.77,167.53,120-150,150-180
1992-07-02 14:00:00,5.497792,149.89766010684954,5.59,161.9,120-150,150-180
1992-07-02 15:00:00,5.6537075,151.9848054991758,5.36,145.01,150-180,120-150
1992-07-02 16:00:00,5.766154,155.6714448977142,6.33,153.45,150-180,150-180
1992-07-02 17:00:00,5.5484324,157.03838594513928,5.67,154.86,150-180,150-180
1992-07-02 18:00:00,5.4706993,156.54220405310627,3.89,164.72,150-180,150-180
1992-07-02 19:00:00,5.400761,160.67411815521902,4.48,168.94,150-180,150-180
1992-07-02 20:00:00,5.5116844,157.1425750859658,5.69,174.57,150-180,150-180
1992-07-02 21:00:00,5.6247735,147.63509329382356,6.4,159.09,120-150,150-180
1992-07-02 22:00:00,5.999857,144.93350845902762,6.7,167.53,120-150,150-180
1992-07-02 23:00:00,6.3430085,146.71425563021404,7.36,164.72,120-150,150-180
1992-07-03 00:00:00,6.6453853,149.2764414212306,7.24,160.49,120-150,150-180
1992-07-03 01:00:00,6.8636885,150.61531228686718,8.39,146.42,150-180,120-150
1992-07-03 02:00:00,7.0503564,149.4413213789169,7.86,147.82,120-150,120-150
