ob_time,ref_wind_speed,ref_wind_direction,target_wind_speed,target_wind_direction,target_bin,bin
1991-03-13 00:00:00,3.7361207,138.7930426532902,0.28,241.0,240-270,120-150
1991-03-13 11:00:00,2.5294058,170.05497270666547,2.91,156.2,150-180,150-180
1991-03-13 12:00:00,1.9493084,193.98173907196724,2.72,190.2,180-210,180-210
1991-03-13 13:00:00,1.6739354,225.4137996388312,1.68,225.4,210-240,210-240
1991-03-13 14:00:00,1.2895541,250.712906304678,2.02,310.3,300-330,240-270
1991-03-13 15:00:00,0.9929452,272.0180543279315,2.85,293.5,270-300,270-300
1991-03-13 16:00:00,1.1158867,295.89992627177617,2.12,321.1,300-330,270-300
1991-03-13 17:00:00,1.2508467,302.7054180550642,2.6,301.4,300-330,300-330
1991-03-13 18:00:00,0.84699285,308.9026262797936,2.42,306.7,300-330,300-330
1991-03-13 19:00:00,0.27502933,324.86664131628106,1.37,259.8,240-270,300-330
1991-03-13 20:00:00,0.22571601,244.3837180703948,1.84,184.0,180-210,240-270
1991-03-13 21:00:00,0.44142842,230.08386635846915,2.14,179.5,150-180,210-240
1991-03-13 22:00:00,0.39397383,186.0343727297928,1.15,205.1,180-210,180-210
1991-03-13 23:00:00,0.5361789,203.31115387204247,1.71,277.8,270-300,180-210
1991-03-14 00:00:00,0.8759952,241.1633728166204,2.55,167.5,150-180,240-270
1991-03-14 01:00:00,1.1112509,249.0759298487176,1.51,212.6,210-240,240-270
1991-03-14 02:00:00,1.0768768,237.1044195140041,0.67,279.6,270-300,210-240
1991-03-14 03:00:00,1.3459271,242.19822011806275,2.37,297.3,270-300,240-270
1991-03-14 04:00:00,1.5583092,241.5202459212446,0.65,356.9,330-360,240-270
1991-03-14 05:00:00,1.4661711,232.29124674336663,3.81,268.1,240-270,210-240
1991-03-14 06:00:00,1.7473524,213.52067656244904,0.67,247.0,240-270,210-240
1991-03-14 08:00:00,3.2347698,243.00372249468955,1.04,263.1,240-270,240-270
