ob_time,ref_wind_speed,ref_wind_direction,target_wind_speed,target_wind_direction,target_bin,bin
2012-01-01 01:00:00,10.191083,229.4182078553542,13.0,220.0,210-240,210-240
2012-01-01 02:00:00,10.734645,229.44615509419563,13.0,220.0,210-240,210-240
2012-01-01 03:00:00,11.246441,232.50192929948565,13.0,220.0,210-240,210-240
2012-01-01 04:00:00,10.945864,235.83231155421083,13.0,220.0,210-240,210-240
2012-01-01 05:00:00,10.849967,239.1745544767309,13.0,230.0,210-240,210-240
2012-01-01 06:00:00,10.721754,239.42361363472736,13.0,230.0,210-240,210-240
2012-01-01 07:00:00,10.707216,237.24440069918563,12.0,230.0,210-240,210-240
2012-01-01 08:00:00,11.01488,234.68225645739665,13.0,230.0,210-240,210-240
2012-01-01 09:00:00,11.230396,233.0707515186316,13.0,230.0,210-240,210-240
2012-01-01 10:00:00,10.404001,228.0767375431765,12.0,230.0,210-240,210-240
2012-01-01 11:00:00,11.059907,223.79554673732,13.0,220.0,210-240,210-240
2012-01-01 12:00:00,11.025679,220.2546034363181,12.0,220.0,210-240,210-240
2012-01-01 13:00:00,11.190387,220.18082750022293,12.0,220.0,210-240,210-240
2012-01-01 14:00:00,11.044944,214.964180343007,12.0,220.0,210-240,210-240
2012-01-01 15:00:00,11.3880625,211.06064557610244,12.0,220.0,210-240,210-240
2012-01-01 16:00:00,11.256596,210.5853912829484,11.0,210.0,180-210,210-240
2012-01-01 17:00:00,10.287302,214.5376873092196,10.0,210.0,180-210,210-240
2012-01-01 18:00:00,9.871575,221.08541229171425,11.0,210.0,180-210,210-240
2012-01-01 19:00:00,8.802205,231.0645424421473,10.0,230.0,210-240,210-240
2012-01-01 20:00:00,7.950595,238.7862529810534,9.0,250.0,240-270,210-240
2012-01-01 21:00:00,8.002607,241.70278637025493,9.0,240.0,210-240,240-270
2012-01-01 22:00:00,8.812939,243.37416617695945,10.0,220.0,210-240,240-270
2012-01-01 23:00:00,9.257476,244.9423752251788,11.0,250.0,240-270,240-270
2012-01-02 00:00:00,9.717546,251.12867185318584,14.0,250.0,240-270,240-270
2012-01-02 01:00:00,10.165399,259.3758218108044,12.0,270.0,240-270,240-270
2012-01-02 02:00:00,10.005685,265.81156101776946,12.0,270.0,240-270,240-270
2012-01-02 03:00:00,9.985793,265.4768763288289,11.0,270.0,240-270,240-270
2012-01-02 04:00:00,9.488546,261.26002579536055,12.0,270.0,240-270,240-270
2012-01-02 05:00:00,9.456751,257.52055146291514,13.0,280.0,270-300,240-270
2012-01-02 06:00:00,9.072749,257.0673960941025,11.0,270.0,240-270,240-270
2012-01-02 07:00:00,8.680011,254.05896370204223,10.0,270.0,240-270,240-270
2012-01-02 08:00:00,9.046785,248.41198290341,9.0,260.0,240-270,240-270
2012-01-02 09:00:00,9.397136,241.67600684347136,10.0,260.0,240-270,240-270
2012-01-02 10:00:00,9.545614,242.6895510572491,10.0,240.0,210-240,240-270
2012-01-02 11:00:00,11.319981,250.0724178682964,10.0,250.0,240-270,240-270
2012-01-02 12:00:00,11.699667,260.6939616653216,13.0,270.0,240-270,240-270
2012-01-02 13:00:00,11.234698,261.9611667484372,12.0,270.0,240-270,240-270
2012-01-02 14:00:00,11.5161085,259.97372296879547,13.0,270.0,240-270,240-270
2012-01-02 15:00:00,12.109259,258.7875491932299,13.0,270.0,240-270,240-270
2012-01-02 16:00:00,12.061745,255.311727808386,13.0,260.0,240-270,240-270
2012-01-02 17:00:00,12.095571,249.2566936375949,13.0,260.0,240-270,240-270
2012-01-02 18:00:00,12.767023,246.2497965101989,14.0,260.0,240-270,240-270
