ob_time,ref_wind_speed,ref_wind_direction,target_wind_speed,target_wind_direction,target_bin,bin
1992-01-17 14:00:00,2.572,280.0,4.12,270.0,240-270,270-300
1992-01-17 15:00:00,1.029,290.0,3.6,265.0,240-270,270-300
1992-01-17 16:00:00,0.0,0.0,2.31,252.0,240-270,0-30
1992-01-17 17:00:00,0.0,0.0,0.84,237.0,210-240,0-30
1992-01-17 18:00:00,0.0,0.0,2.23,239.0,210-240,0-30
1992-01-17 19:00:00,0.0,0.0,1.85,221.0,210-240,0-30
1992-01-17 20:00:00,0.0,0.0,2.34,214.0,210-240,0-30
1992-01-17 21:00:00,0.0,0.0,3.07,237.0,210-240,0-30
1992-01-17 22:00:00,0.0,0.0,2.55,251.0,240-270,0-30
1992-01-17 23:00:00,0.0,0.0,2.19,237.0,210-240,0-30
1992-01-18 00:00:00,1.029,160.0,2.5,245.0,240-270,150-180
1992-01-18 01:00:00,1.029,210.0,1.48,214.0,210-240,180-210
1992-01-18 02:00:00,0.0,0.0,1.72,221.0,210-240,0-30
1992-01-18 03:00:00,0.0,0.0,2.37,256.0,240-270,0-30
1992-01-18 04:00:00,0.0,0.0,1.97,239.0,210-240,0-30
1992-01-18 05:00:00,0.0,0.0,1.55,244.0,240-270,0-30
1992-01-18 06:00:00,0.0,0.0,2.36,267.0,240-270,0-30
1992-01-18 07:00:00,0.0,0.0,3.01,269.0,240-270,0-30
1992-01-18 08:00:00,1.029,280.0,3.67,266.0,240-270,270-300
1992-01-18 09:00:00,1.029,280.0,4.26,270.0,240-270,270-300
1992-01-18 10:00:00,1.543,280.0,4.8,269.0,240-270,270-300
1992-01-18 11:00:00,2.058,280.0,4.04,269.0,240-270,270-300
1992-01-18 12:00:00,2.572,270.0,3.52,255.0,240-270,240-270
1992-01-18 13:00:00,3.087,260.0,3.37,253.0,240-270,240-270
1992-01-18 14:00:00,3.087,300.0,3.95,265.0,240-270,270-300
1992-01-18 15:00:00,2.058,270.0,3.27,255.0,240-270,240-270
1992-01-18 16:00:00,3.601,260.0,3.88,248.0,240-270,240-270
1992-01-18 17:00:00,2.572,250.0,4.14,246.0,240-270,240-270
1992-01-18 18:00:00,2.572,250.0,3.75,245.0,240-270,240-270
1992-01-18 19:00:00,2.572,260.0,4.66,263.0,240-270,240-270
1992-01-18 20:00:00,3.601,280.0,6.11,277.0,270-300,270-300
1992-01-18 21:00:00,3.601,280.0,5.76,275.0,270-300,270-300
1992-01-18 22:00:00,3.601,280.0,6.47,267.0,240-270,270-300
1992-01-18 23:00:00,3.601,270.0,4.66,258.0,240-270,240-270
1992-01-19 00:00:00,4.63,260.0,5.03,272.0,270-300,240-270
1992-01-19 01:00:00,3.601,280.0,6.55,279.0,270-300,270-300
1992-01-19 02:00:00,4.116,280.0,8.03,286.0,270-300,270-300
1992-01-19 03:00:00,4.116,290.0,7.17,282.0,270-300,270-300
1992-01-19 04:00:00,4.63,290.0,6.92,283.0,270-300,270-300
1992-01-19 05:00:00,4.63,290.0,8.5,291.0,270-300,270-300
1992-01-19 06:00:00,4.63,290.0,7.43,290.0,270-300,270-300
1992-01-19 07:00:00,4.63,290.0,8.13,296.0,270-300,270-300
