ob_time,ref_wind_speed,ref_wind_direction,target_wind_speed,target_wind_direction,target_bin,bin
2005-09-28 00:00:00,6.688,270.0,14.49,290.6,270-300,240-270
2005-09-28 01:00:00,5.144,270.0,11.06,289.9,270-300,240-270
2005-09-28 02:00:00,5.144,270.0,10.64,288.3,270-300,240-270
2005-09-28 03:00:00,5.144,260.0,10.78,287.7,270-300,240-270
2005-09-28 04:00:00,5.144,260.0,10.34,286.6,270-300,240-270
2005-09-28 05:00:00,4.63,270.0,9.51,293.9,270-300,240-270
2005-09-28 06:00:00,6.173,270.0,9.71,300.2,300-330,240-270
2005-09-28 07:00:00,4.116,270.0,10.31,300.3,300-330,240-270
2005-09-28 08:00:00,5.144,270.0,9.79,298.2,270-300,240-270
2005-09-28 09:00:00,4.63,300.0,9.4,296.8,270-300,270-300
2005-09-28 10:00:00,6.688,260.0,7.39,287.7,270-300,240-270
2005-09-28 11:00:00,5.144,270.0,7.11,282.9,270-300,240-270
2005-09-28 12:00:00,4.63,300.0,6.54,274.7,270-300,270-300
2005-09-28 13:00:00,7.202,230.0,9.02,252.7,240-270,210-240
2005-09-28 14:00:00,7.717,220.0,7.5,244.7,240-270,210-240
2005-09-28 15:00:00,8.231,220.0,10.64,242.4,240-270,210-240
2005-09-28 16:00:00,5.659,240.0,10.13,247.5,240-270,210-240
2005-09-28 17:00:00,7.717,220.0,7.69,244.6,240-270,210-240
2005-09-28 18:00:00,10.289,230.0,13.24,245.0,240-270,210-240
2005-09-28 19:00:00,12.861,210.0,12.46,241.5,240-270,180-210
2005-09-28 20:00:00,12.347,220.0,14.77,235.0,210-240,210-240
2005-09-28 21:00:00,7.717,210.0,14.18,234.9,210-240,180-210
2005-09-28 22:00:00,5.144,220.0,15.76,238.7,210-240,210-240
2005-09-28 23:00:00,12.861,240.0,13.44,237.4,210-240,210-240
2005-09-29 00:00:00,7.202,270.0,14.68,246.2,240-270,240-270
2005-09-29 01:00:00,6.173,280.0,11.08,248.5,240-270,270-300
2005-09-29 02:00:00,7.202,300.0,10.74,286.7,270-300,270-300
2005-09-29 03:00:00,5.144,300.0,13.13,328.7,300-330,270-300
2005-09-29 05:00:00,5.144,300.0,11.16,330.3,330-360,270-300
2005-09-29 06:00:00,6.173,300.0,8.81,325.4,300-330,270-300
2005-09-29 07:00:00,8.231,270.0,12.56,319.8,300-330,240-270
2005-09-29 08:00:00,8.746,290.0,11.22,316.1,300-330,270-300
2005-09-29 09:00:00,9.26,290.0,10.98,316.0,300-330,270-300
2005-09-29 10:00:00,12.347,300.0,11.32,316.3,300-330,270-300
2005-09-29 11:00:00,5.144,290.0,11.13,316.3,300-330,270-300
2005-09-29 12:00:00,8.231,280.0,12.19,318.8,300-330,270-300
2005-09-29 13:00:00,6.173,270.0,11.85,315.7,300-330,240-270
2005-09-29 14:00:00,10.289,280.0,10.2,314.9,300-330,270-300
2005-09-29 15:00:00,6.173,290.0,10.93,309.2,300-330,270-300
2005-09-29 16:00:00,3.601,300.0,10.68,315.8,300-330,270-300
2005-09-29 17:00:00,4.116,290.0,10.66,300.8,300-330,270-300
2005-09-29 18:00:00,4.116,280.0,5.83,313.1,300-330,270-300
2005-09-29 19:00:00,4.116,270.0,6.45,298.9,270-300,240-270
2005-09-29 20:00:00,4.63,260.0,9.29,293.4,270-300,240-270
2005-09-29 21:00:00,4.116,250.0,8.97,294.1,270-300,240-270
2005-09-29 22:00:00,4.116,260.0,7.65,289.3,270-300,240-270
2005-09-29 23:00:00,2.572,240.0,5.28,271.6,270-300,210-240
2005-09-30 00:00:00,2.572,230.0,7.2,267.7,240-270,210-240
2005-09-30 01:00:00,3.087,240.0,7.33,287.8,270-300,210-240
2005-09-30 03:00:00,3.087,230.0,4.73,257.5,240-270,210-240
2005-09-30 04:00:00,5.659,210.0,4.09,248.5,240-270,180-210
2005-09-30 05:00:00,12.347,200.0,8.0,233.2,210-240,180-210
2005-09-30 07:00:00,11.318,200.0,9.49,216.3,210-240,180-210
2005-09-30 08:00:00,11.318,220.0,12.63,219.8,210-240,210-240
2005-09-30 09:00:00,5.144,210.0,14.75,221.5,210-240,180-210
2005-09-30 10:00:00,5.144,220.0,9.86,238.1,210-240,210-240
2005-09-30 11:00:00,3.601,240.0,11.78,240.2,240-270,210-240
2005-09-30 13:00:00,6.173,220.0,8.09,244.7,240-270,210-240
2005-09-30 14:00:00,5.144,210.0,8.8,239.4,210-240,180-210
2005-09-30 15:00:00,5.659,210.0,10.21,241.8,240-270,180-210
2005-09-30 16:00:00,4.63,230.0,9.45,236.0,210-240,210-240
2005-09-30 17:00:00,4.63,220.0,8.89,243.1,240-270,210-240
2005-09-30 18:00:00,6.173,220.0,10.33,241.3,240-270,210-240
2005-09-30 19:00:00,9.26,220.0,8.89,240.1,240-270,210-240
2005-09-30 20:00:00,6.173,220.0,9.8,238.7,210-240,210-240
2005-09-30 21:00:00,7.202,230.0,8.59,237.9,210-240,210-240
2005-09-30 22:00:00,7.202,230.0,9.69,237.2,210-240,210-240
2005-09-30 23:00:00,6.173,210.0,12.13,241.2,240-270,180-210
2005-10-01 00:00:00,7.202,240.0,9.44,247.3,240-270,210-240
2005-10-01 01:00:00,9.26,300.0,14.88,256.0,240-270,270-300
2005-10-01 02:00:00,7.202,290.0,12.85,263.4,240-270,270-300
2005-10-01 03:00:00,5.144,280.0,12.54,308.7,300-330,270-300
2005-10-01 04:00:00,5.144,270.0,10.87,312.0,300-330,240-270
