ob_time,ref_wind_speed,ref_wind_direction,target_wind_speed,target_wind_direction,prediction
2017-01-27 14:00:00,7.9624434,156.4814437697175,9.60938,153.98438,8.485971078164527
2017-01-27 15:00:00,7.85435,153.4928012924809,7.85156,140.625,8.38966782257725
2017-01-27 16:00:00,7.987475,151.14351199470374,9.375,138.51563,8.083569758501495
2017-01-27 17:00:00,8.30539,150.0890126186287,8.73047,132.53906,8.256780510377688
2017-01-27 18:00:00,8.659115,150.87244401044515,8.37891,142.38281,8.235294603008338
2017-01-27 19:00:00,8.772664,154.78925776503593,8.61328,137.8125,8.635309667841538
2017-01-27 20:00:00,8.7020035,158.65050120847934,9.66797,140.97656,8.660356244732387
2017-01-27 21:00:00,8.685077,158.25306617904738,8.55469,146.60156,8.909367400189458
2017-01-27 22:00:00,8.189968,151.59008488045257,9.31641,142.03125,9.284089468162069
2017-01-27 23:00:00,8.779753,148.59668025742835,10.07813,135.70313,10.037844956058038
2017-01-28 00:00:00,9.425404,151.93263254324282,10.83984,140.27344,10.357312592774795
2017-01-28 01:00:00,9.939381,156.28560011982034,11.01563,148.00781,10.689085633751542
2017-01-28 02:00:00,9.909145,158.06974292497765,10.07813,150.46875,11.371005356552168
2017-01-28 03:00:00,10.124504,159.8557053218232,10.3125,154.6875,11.601930510729435
2017-01-28 04:00:00,10.211356,161.39843348063005,10.37109,142.38281,11.647176100539054
2017-01-28 05:00:00,10.296381,161.47419989498707,10.48828,144.84375,11.516800008033382
2017-01-28 07:00:00,10.171095,164.01730252726907,10.72266,150.82031,11.6889069435945
2017-01-28 08:00:00,10.19858,166.19888781022033,11.30859,156.79688,11.669965370015356
2017-01-28 09:00:00,10.38863,171.88575534752263,10.01953,159.60938,11.672848288721873
2017-01-28 10:00:00,10.48668,178.58559897243882,9.96094,163.47656,11.604865557176705
2017-01-28 11:00:00,10.164618,185.5133614973908,8.78906,185.27344,11.206481233141913
2017-01-28 12:00:00,9.860055,192.5149753219868,7.85156,201.79688,11.032383307663496
2017-01-28 13:00:00,9.416415,200.87497344129545,11.25,206.01563,11.041204143251113
2017-01-28 14:00:00,9.053756,208.8844762232452,10.07813,209.17969,10.574570491356297
2017-01-28 15:00:00,8.635695,210.99117808780903,9.43359,207.07031,10.098469220237229
2017-01-28 16:00:00,8.461839,208.98029683663543,7.79297,207.42188,10.3790633095289
2017-01-28 17:00:00,8.45558,206.76772328111895,7.79297,209.53125,10.220098292303952
2017-01-28 18:00:00,8.794245,208.35316344999868,9.31641,190.19531,10.873349096371586
2017-01-28 19:00:00,9.309348,212.1120740893749,9.90234,199.6875,11.324601048676074
2017-01-28 20:00:00,9.595519,214.7392223698492,9.43359,210.9375,11.697995604438793
2017-01-28 21:00:00,9.7642355,217.10042546793173,10.3125,216.91406,12.058408340484785
2017-01-28 22:00:00,9.484527,220.4903435304972,10.07813,215.50781,11.66465232076687
2017-01-28 23:00:00,8.985514,215.19752833775868,8.37891,211.64063,10.816865591402662
2017-01-29 00:00:00,8.917731,212.18014221179268,9.02344,213.75,10.199138930951397
2017-01-29 01:00:00,8.898606,210.94054773814568,8.78906,202.85156,9.848724914848654
2017-01-29 02:00:00,8.56706,202.86957455273472,8.02734,210.58594,9.653675367750216
2017-01-29 03:00:00,8.611318,200.2105341963432,7.91016,217.96875,9.860211373427289
2017-01-29 04:00:00,8.923569,203.2874146052864,9.49219,206.36719,9.91757882522187
2017-01-29 05:00:00,9.177004,207.53616665497609,9.84375,202.14844,10.21485487233784
2017-01-29 06:00:00,9.370886,212.4530605740712,10.60547,201.79688,10.478904079174667
2017-01-29 07:00:00,9.353491,214.0117071811065,10.95703,204.60938,10.656269819559064
2017-01-29 08:00:00,9.284735,213.9111742792563,10.54688,218.32031,10.39226223661616
2017-01-29 10:00:00,8.640804,217.2860795339953,9.19922,211.28906,9.63594235020098
2017-01-29 11:00:00,8.642261,216.92488973208415,10.01953,215.15625,8.97455013549697
2017-01-29 12:00:00,8.126645,213.84282654047115,9.72656,210.58594,8.981429839038354
2017-01-29 13:00:00,7.62168,206.11831148231252,8.55469,197.57813,9.329317885434508
2017-01-29 14:00:00,7.614732,193.4700331103249,9.72656,192.30469,9.221122167474075
2017-01-29 15:00:00,8.022653,187.3702804374109,10.19531,176.48438,9.807948516939941
2017-01-29 19:00:00,10.310324,174.95115310780042,11.36719,171.5625,10.498662200242782
2017-01-29 20:00:00,10.505395,171.56300321026592,11.01563,163.47656,11.047222935196983
2017-01-29 21:00:00,10.205721,164.83979637484637,11.30859,159.96094,11.516000747349773
2017-01-29 22:00:00,9.698888,159.68117675978942,11.42578,160.66406,11.665971034213825
2017-01-29 23:00:00,10.415052,162.06431762042627,11.42578,151.17188,11.987615540383961
2017-01-30 00:00:00,11.100638,174.88613531583326,11.60156,156.09375,12.879151360462338
2017-01-30 01:00:00,11.166392,187.65909674569485,10.07813,182.8125,12.959498211235532
2017-01-30 02:00:00,11.299347,202.51654663316828,13.76953,200.39063,12.826874294179666
2017-01-30 03:00:00,10.930265,217.1019442298041,13.35938,215.85938,11.982692645478965
2017-01-30 04:00:00,10.011128,228.06637486089096,11.13281,220.78125,11.196970132267495
2017-01-30 05:00:00,8.689112,244.85543214434975,10.72266,229.92188,9.275125895036872
2017-01-30 07:00:00,6.1122317,301.3677451189487,8.4375,317.8125,7.835700454006753
2017-01-30 08:00:00,5.395487,309.4015535064142,6.50391,301.64063,7.0066602386717225
2017-01-30 09:00:00,5.180893,306.531935390878,6.09375,297.42188,6.267907676420699
2017-01-30 10:00:00,5.37594,320.82180675481754,6.62109,312.53906,6.2598925045024325
2017-01-30 11:00:00,5.3937716,326.141625553024,6.09375,320.625,6.145054496855887
2017-01-30 12:00:00,4.569314,337.64861473137626,5.50781,337.85156,5.705386785962962
2017-01-30 13:00:00,3.8422632,337.8922165051805,6.03516,357.89063,5.314385171390025
2017-01-30 14:00:00,4.1814384,340.33459955187334,6.67969,8.08594,4.676897163598428
2017-01-30 15:00:00,4.265612,359.34222147751296,4.27734,347.34375,4.556005469206959
2017-01-30 16:00:00,3.6706746,11.094124597364612,3.51563,357.53906,4.13401359616724
2017-01-30 17:00:00,3.543993,16.8029403961238,4.27734,15.46875,4.429451433179227
2017-01-30 18:00:00,3.954566,26.25759220901051,4.80469,22.14844,4.500499398084673
2017-01-30 19:00:00,4.454409,35.6817909290279,4.39453,35.15625,4.490124874995088
2017-01-30 20:00:00,4.6096854,44.69102078244941,4.98047,39.375,4.766520119692714
2017-01-30 21:00:00,4.625147,53.51353795051156,6.26953,64.33594,4.993868895350522
2017-01-30 22:00:00,4.5759635,60.64389971226346,4.62891,73.125,5.70023058031529
2017-01-30 23:00:00,4.6443057,69.5869163989889,5.44922,78.39844,6.086617122886586
2017-01-31 00:00:00,5.0380793,77.70794564022766,5.03906,81.5625,6.2567305811615705
2017-01-31 01:00:00,5.7658744,82.9021633865649,3.92578,104.41406,6.21487456882035
2017-01-31 02:00:00,5.9388604,88.69078671321908,4.86328,93.51563,6.13342577179284
2017-01-31 03:00:00,5.7473884,93.8430513418004,4.6875,105.46875,6.078561715014895
2017-01-31 04:00:00,5.6582303,97.30772827440568,6.15234,97.03125,6.001870690817399
2017-01-31 05:00:00,6.035209,95.47215670875131,5.85938,94.92188,6.084714929964456
2017-01-31 06:00:00,6.2856975,96.43937542222424,6.91406,85.42969,6.554265083149533
2017-01-31 07:00:00,6.368568,98.82853775580098,5.21484,107.57813,6.810916076961427
2017-01-31 08:00:00,6.2832527,103.36494376128384,7.03125,103.35938,7.204848839549419
2017-01-31 09:00:00,6.173823,109.15668665704074,6.79688,113.20313,7.198091462181552
2017-01-31 10:00:00,6.14122,116.83779513592314,6.32813,125.85938,7.234726663680522
2017-01-31 11:00:00,5.7924547,121.90153382415738,7.20703,118.125,7.206616272993271
2017-01-31 12:00:00,5.6355124,129.53892192165875,6.21094,130.42969,7.133362733505284
2017-01-31 13:00:00,5.7210965,134.02608695508815,5.91797,146.60156,7.0569006909046195
2017-01-31 14:00:00,5.778073,134.16374549872785,7.44141,130.78125,6.87383141607192
2017-01-31 15:00:00,6.3766727,131.62520986146563,8.32031,125.15625,6.9150975014886695
2017-01-31 16:00:00,7.4117928,129.75203400872522,7.67578,139.92188,7.695548156124205
2017-01-31 17:00:00,7.927445,128.69326438191263,9.19922,122.69531,8.14226564753228
2017-01-31 18:00:00,8.012082,129.88754693905133,8.90625,144.14063,8.20655515956753
2017-01-31 19:00:00,7.964596,133.61032285950225,10.13672,135.35156,8.470397278725311
2017-01-31 20:00:00,7.887622,136.2721044124034,9.49219,138.16406,8.46160640682162
2017-01-31 21:00:00,8.084125,135.30807329130238,10.48828,133.94531,8.581055960373005
2017-01-31 22:00:00,7.7829676,137.60191053163066,10.25391,139.57031,8.49251256754572
2017-01-31 23:00:00,7.744783,143.103199140252,9.90234,133.24219,8.405345545120873
2017-02-01 00:00:00,7.6354256,143.8784637317053,10.07813,135.0,8.258463158215893
2017-02-01 01:00:00,7.8249483,138.168978725973,9.66797,139.92188,8.219673301463327
2017-02-01 02:00:00,8.109693,135.35274420871167,9.31641,130.42969,8.185953049847322
2017-02-01 03:00:00,8.234934,137.8287381590826,10.01953,129.375,8.59049085485061
2017-02-01 04:00:00,8.330008,142.70605093529508,9.375,137.10938,9.147322772421544
2017-02-01 05:00:00,8.2344885,147.44571265740467,9.90234,137.46094,9.34459357993269
2017-02-01 06:00:00,8.305013,148.03017777564617,10.54688,128.67188,9.562436822206086
2017-02-01 07:00:00,8.408738,146.0564502661732,9.78516,133.94531,9.285704521717031
