ob_time,ref_wind_speed,ref_wind_direction,target_wind_speed,target_wind_direction,bin,target_bin
2006-10-27 07:00:00,7.5406485,269.0092072934803,10.66,280.6,240-270,270-300
2006-10-27 08:00:00,6.696639,262.3096015972002,8.68,276.8,240-270,270-300
2006-10-27 09:00:00,6.710653,261.5594029075061,7.8,271.5,240-270,270-300
2006-10-27 10:00:00,5.89025,271.2436924336509,7.07,279.6,270-300,270-300
2006-10-27 11:00:00,5.441251,258.7544278748172,6.638,269.7,240-270,240-270
2006-10-27 12:00:00,6.2546105,258.6028582918615,7.07,267.8,240-270,240-270
2006-10-27 13:00:00,6.4531016,256.7855674836119,7.7,260.7,240-270,240-270
2006-10-27 14:00:00,6.892336,256.227396654078,8.91,271.6,240-270,270-300
2006-10-27 15:00:00,6.9523087,264.7184147356154,9.17,276.7,240-270,270-300
2006-10-27 16:00:00,6.3714867,268.59174923025034,8.13,283.5,240-270,270-300
2006-10-27 17:00:00,5.6702394,263.1032473935815,5.955,263.6,240-270,240-270
2006-10-27 18:00:00,5.2378106,254.6480555934861,7.02,258.6,240-270,240-270
2006-10-27 19:00:00,4.9410877,253.20409483180185,5.4,260.7,240-270,240-270
2006-10-27 20:00:00,5.1699767,249.4465846455901,6.161,274.9,240-270,270-300
2006-10-27 21:00:00,5.738871,245.3068716178443,4.309,249.7,240-270,240-270
2006-10-27 22:00:00,6.0155234,246.07592614019856,6.705,263.4,240-270,240-270
2006-10-27 23:00:00,5.4527946,244.30636532596031,6.285,276.6,240-270,270-300
2006-10-28 00:00:00,6.038125,239.14017263098916,5.383,262.1,210-240,240-270
2006-10-28 01:00:00,6.5942264,241.5039793117691,5.312,263.1,240-270,240-270
2006-10-28 02:00:00,6.6140537,242.25382733641476,7.32,255.4,240-270,240-270
2006-10-28 03:00:00,6.643685,243.6407634818171,8.41,250.6,240-270,240-270
2006-10-28 04:00:00,6.593826,240.9230329591908,8.94,254.8,240-270,240-270
2006-10-28 05:00:00,7.277003,228.53528088019775,8.05,250.4,210-240,240-270
2006-10-28 06:00:00,7.0158057,224.5986660059704,8.61,247.3,210-240,240-270
