ob_time,ref_wind_speed,ref_wind_direction,target_wind_speed,target_wind_direction,bin,target_bin,prediction,longterm_target_estimate
2017-01-07 21:00:00,5.0,310.0,4.6875,326.95313,300-330,300-330,4.803792814001286,5.783422430337152
2017-01-07 22:00:00,5.0,290.0,4.92188,293.90625,270-300,270-300,6.060240560174036,5.547270651476972
2017-01-07 23:00:00,5.0,300.0,4.62891,307.96875,270-300,300-330,5.6845320168607945,5.547270651476972
2017-01-07 00:00:00,5.0,310.0,12.01172,202.85156,300-330,180-210,6.3057778677225755,5.783422430337152
2017-01-08 01:00:00,4.0,300.0,5.15625,316.05469,270-300,300-330,6.186559815298366,4.604258240995664
2017-01-08 02:00:00,4.0,310.0,3.33984,328.71094,300-330,300-330,5.734191384610845,4.821820345606779
2017-01-08 03:00:00,5.0,310.0,4.27734,335.74219,300-330,330-360,4.742213476747007,5.783422430337152
2017-01-08 04:00:00,4.0,320.0,3.45703,332.22656,300-330,330-360,4.471667177975578,4.821820345606779
2017-01-08 05:00:00,4.0,340.0,2.98828,320.97656,330-360,300-330,4.707773742734648,4.922163994793201
2017-01-08 06:00:00,3.0,350.0,3.33984,337.85156,330-360,330-360,4.34234047403021,3.90278108967579
2017-01-08 07:00:00,1.0,30.0,1.40625,9.84375,0-30,0-30,3.2724040495661604,2.568512628268185
2017-01-08 08:00:00,0.0,0.0,2.51953,187.03125,0-30,180-210,3.0743633926889573,1.6715041420818757
2017-01-08 09:00:00,1.0,280.0,2.92969,248.20313,270-300,240-270,2.735019732014982,1.775221009551743
2017-01-08 10:00:00,2.0,290.0,2.87109,301.64063,270-300,300-330,2.8181590510689123,2.71823342003305
2017-01-08 11:00:00,1.0,270.0,1.64063,249.96094,240-270,240-270,3.098510877007486,1.89398188416639
2017-01-08 12:00:00,1.0,190.0,1.64063,259.45313,180-210,240-270,2.741444408272677,1.9157632944319327
2017-01-08 13:00:00,1.0,130.0,1.69922,265.07813,120-150,240-270,2.5080065469377546,1.852251644905296
2017-01-08 14:00:00,2.0,120.0,2.34375,253.82813,90-120,240-270,3.2784202057588008,2.9933487677087784
2017-01-08 15:00:00,2.0,140.0,1.23047,298.47656,120-150,270-300,3.4746043987221475,2.80863220955002
2017-01-08 16:00:00,3.0,150.0,1.23047,233.08594,120-150,210-240,3.3240736399793134,3.765012774194744
2017-01-08 17:00:00,3.0,150.0,2.63672,298.125,120-150,270-300,3.131887524372697,3.765012774194744
2017-01-08 18:00:00,2.0,150.0,2.57813,304.10156,120-150,300-330,3.2831981149721714,2.80863220955002
2017-01-08 19:00:00,2.0,140.0,1.69922,293.20313,120-150,270-300,3.1532853934806724,2.80863220955002
2017-01-08 20:00:00,2.0,150.0,1.23047,208.82813,120-150,180-210,3.1378054514091573,2.80863220955002
2017-01-08 21:00:00,2.0,200.0,2.34375,181.40625,180-210,180-210,3.2357426557024707,2.867720250304425
2017-01-08 22:00:00,3.0,220.0,4.21875,220.42969,210-240,210-240,3.951699862317869,4.295736467406998
2017-01-08 23:00:00,2.0,210.0,4.21875,229.57031,180-210,210-240,4.591396516751445,2.867720250304425
2017-01-08 00:00:00,3.0,200.0,5.85938,305.50781,180-210,300-330,4.7001621295555,3.819677206176919
2017-01-09 01:00:00,4.0,190.0,4.98047,221.83594,180-210,210-240,4.891882315595196,4.771634162049411
2017-01-09 02:00:00,4.0,210.0,4.80469,233.08594,180-210,210-240,4.962038155203473,4.771634162049411
2017-01-09 03:00:00,4.0,200.0,5.27344,223.24219,180-210,210-240,4.8067797540018535,4.771634162049411
2017-01-09 04:00:00,5.0,200.0,5.74219,204.96094,180-210,180-210,5.555321237652194,5.723591117921904
2017-01-09 05:00:00,5.0,190.0,4.74609,187.38281,180-210,180-210,5.757891964283838,5.723591117921904
2017-01-09 06:00:00,6.0,180.0,6.32813,194.0625,150-180,180-210,6.438603694735029,6.377093986818733
2017-01-09 07:00:00,7.0,190.0,7.5,206.01563,180-210,180-210,7.087568302126803,7.62750502966689
2017-01-09 08:00:00,8.0,190.0,8.61328,201.44531,180-210,180-210,8.098927285602274,8.579461985539382
2017-01-09 09:00:00,9.0,200.0,8.20313,209.88281,180-210,180-210,8.706623978150285,9.531418941411877
2017-01-09 10:00:00,9.0,200.0,9.90234,215.50781,180-210,210-240,9.54325313512972,9.531418941411877
2017-01-09 11:00:00,10.0,200.0,9.66797,220.42969,180-210,210-240,9.989394419163325,10.483375897284368
2017-01-09 12:00:00,10.0,200.0,9.375,207.77344,180-210,180-210,10.269275918048857,10.483375897284368
2017-01-09 13:00:00,10.0,190.0,11.25,199.6875,180-210,180-210,10.748406927933864,10.483375897284368
2017-01-09 14:00:00,10.0,190.0,11.42578,197.22656,180-210,180-210,10.476467673802215,10.483375897284368
2017-01-09 15:00:00,10.0,180.0,11.01563,201.09375,150-180,180-210,10.623684720990875,10.337596842589978
2017-01-09 16:00:00,11.0,190.0,11.66016,205.66406,180-210,180-210,11.203278666531144,11.43533285315686
2017-01-09 17:00:00,12.0,200.0,11.42578,212.69531,180-210,210-240,11.87300943020407,12.387289809029356
2017-01-09 18:00:00,12.0,180.0,11.89453,197.22656,150-180,180-210,12.339436555949703,12.317848270475604
2017-01-09 19:00:00,12.0,180.0,13.71094,190.19531,150-180,180-210,12.687593808359217,12.317848270475604
2017-01-09 20:00:00,13.0,180.0,13.65234,201.44531,150-180,180-210,12.897254371870623,13.307973984418414
2017-01-09 21:00:00,14.0,190.0,14.29688,203.90625,180-210,180-210,12.468719148535726,14.29120372077434
2017-01-09 22:00:00,10.0,310.0,8.02734,330.82031,300-330,330-360,11.282495596769099,10.591432853989014
2017-01-09 23:00:00,8.0,290.0,10.54688,315.70313,270-300,300-330,10.932858989918172,8.376307882920894
2017-01-09 00:00:00,9.0,290.0,2.75391,216.5625,270-300,210-240,9.290302777730373,9.3193202934022
2017-01-10 01:00:00,10.0,280.0,10.83984,297.77344,270-300,270-300,9.510676636516818,10.262332703883509
2017-01-10 02:00:00,10.0,270.0,9.66797,292.14844,240-270,270-300,10.312267958078916,10.77649554726855
2017-01-10 03:00:00,10.0,270.0,9.49219,287.92969,240-270,270-300,10.311104621818679,10.77649554726855
2017-01-10 04:00:00,9.0,270.0,10.42969,287.22656,240-270,270-300,10.103447779697873,9.789549584701644
2017-01-10 05:00:00,10.0,280.0,10.78125,294.96094,270-300,270-300,9.449747179224623,10.262332703883509
2017-01-10 06:00:00,9.0,280.0,9.49219,291.44531,270-300,270-300,9.118109880455728,9.3193202934022
2017-01-10 07:00:00,8.0,270.0,6.97266,299.88281,240-270,270-300,8.976119258315247,8.802603622134736
