ob_time,ref_wind_speed,ref_wind_direction,target_wind_speed,target_wind_direction,bin,target_bin,prediction,longterm_target_estimate
1992-11-23 09:00:00,14.656691,190.06868667881992,18.9,193.0,180-210,180-210,16.128465117936237,18.92212029775373
1992-11-23 10:00:00,15.8219795,190.990164133376,20.28,191.0,180-210,180-210,15.988632238002875,20.51214026938375
1992-11-23 11:00:00,15.62672,189.58192141641328,19.87,190.0,180-210,180-210,16.116569257843967,20.24571139391601
1992-11-23 12:00:00,15.557381,189.7850799628632,20.66,194.0,180-210,180-210,16.1300648261823,20.151099291580103
1992-11-23 13:00:00,15.777282,195.2377767381163,21.37,197.0,180-210,180-210,16.34901938383743,20.451151151511283
1992-11-23 14:00:00,14.921832,204.9926170268861,19.87,204.0,180-210,180-210,16.594252686991585,19.2839015092717
1992-11-23 15:00:00,13.612327,216.1602159826256,16.47,220.0,210-240,210-240,16.65180557249967,16.433735521323946
1992-11-23 16:00:00,12.719014,217.70085655603944,15.48,218.0,210-240,210-240,16.750386524003552,15.305124093214848
1992-11-23 17:00:00,12.856669,216.2738707139646,14.59,218.0,210-240,210-240,16.71305605341963,15.479037386916335
1992-11-23 18:00:00,12.528799,218.1948160083108,14.26,218.0,210-240,210-240,16.539192341079524,15.064806508227536
1992-11-23 19:00:00,12.418729,221.61603350868484,14.41,224.0,210-240,210-240,15.979510996178412,14.925744096853284
1992-11-23 20:00:00,12.528074,226.45721215655297,14.57,228.0,210-240,210-240,15.294970485482011,15.063890543402913
1992-11-23 21:00:00,11.914246,231.17234641967127,14.59,235.0,210-240,210-240,14.751875593404128,14.288380396686868
1992-11-23 22:00:00,11.633675,232.61765108460617,13.6,238.0,210-240,210-240,14.015872412540986,13.93390706315652
1992-11-23 23:00:00,11.055395,236.6380175118869,12.04,242.0,210-240,240-270,12.214556180995057,13.203308251041475
1992-11-24 00:00:00,10.216606,238.08473888000543,10.17,237.0,210-240,210-240,10.942835535645392,12.143582431343116
1992-11-24 01:00:00,9.341015,235.98271734696849,8.8,235.0,210-240,210-240,9.780939575404233,11.0373609737471
1992-11-24 02:00:00,8.572356,227.5178778792317,9.4,231.0,210-240,210-240,9.33742369308875,10.066237379084413
1992-11-24 03:00:00,8.100468,217.6498810696747,5.66,217.0,210-240,210-240,9.155226984419775,9.470054194033322
1992-11-24 04:00:00,7.9165044,207.35401966945028,7.9,217.0,180-210,210-240,9.12129846934189,9.725229307657225
1992-11-24 05:00:00,7.628251,195.8411595211538,7.05,183.0,180-210,180-210,9.25700681286577,9.331911547385618
1992-11-24 06:00:00,7.8561406,185.5413017923999,10.02,180.0,180-210,150-180,10.079819840214183,9.642863741049917
1992-11-24 07:00:00,8.954885,181.9342785872423,9.99,169.0,180-210,150-180,10.826895104102855,11.142085212571043
1992-11-24 08:00:00,9.511618,175.70843868603492,10.36,172.0,150-180,150-180,12.379218181612556,10.75240252615307
1992-11-24 09:00:00,9.61184,168.04816462793823,10.25,165.0,150-180,150-180,13.018210013679784,10.87308210337603
1992-11-24 10:00:00,10.363757,169.34875310375023,11.89,170.0,150-180,150-180,13.339586747390666,11.77848237144846
1992-11-24 11:00:00,10.528259,165.21718969288912,11.8,172.0,150-180,150-180,13.202213018577844,11.976562950685864
1992-11-24 12:00:00,10.551932,162.3165332054246,14.34,173.0,150-180,150-180,13.237692147682449,12.005068145469435
