ob_time,ref_wind_speed,ref_wind_direction,target_wind_speed,target_wind_direction,bin,target_bin,prediction,longterm_target_estimate
1992-01-22 00:00:00,5.554192,177.42632249229447,4.12,183.1,150-180,180-210,6.424757243644139,7.207074602840857
1992-01-22 01:00:00,6.4323964,177.3467196032897,6.83,194.0,150-180,180-210,6.676805541329967,8.295123850820406
1992-01-22 02:00:00,6.823463,179.1729873621087,7.84,186.8,150-180,180-210,7.009055502756758,8.77963488269399
1992-01-22 03:00:00,6.9184666,181.9635270931148,7.93,177.1,180-210,150-180,7.7995293428226855,7.953978449787451
1992-01-22 04:00:00,6.944635,185.0351870736453,7.55,184.9,180-210,180-210,8.261179080360304,7.982351664097638
1992-01-22 05:00:00,7.2490916,189.2478450574549,7.32,176.7,180-210,150-180,8.508495293658386,8.312460205695555
1992-01-22 06:00:00,7.559107,192.0613889215288,8.55,195.0,180-210,180-210,8.375237923464844,8.64859590308853
1992-01-22 07:00:00,7.806629,193.73420686152704,7.69,178.7,180-210,150-180,8.506000342288612,8.916972829170605
1992-01-22 08:00:00,7.779646,191.41350197038795,9.51,187.2,180-210,180-210,8.476161162776423,8.88771638086915
1992-01-22 09:00:00,8.063124,187.5997908097305,9.04,178.2,180-210,150-180,8.48507009738558,9.195078773916611
1992-01-22 10:00:00,7.722013,187.6266959856404,7.99,189.0,180-210,180-210,8.232504139701085,8.825227521774249
1992-01-22 11:00:00,7.377893,194.44579875857227,6.5,169.6,180-210,150-180,8.718305904903536,8.452113746823485
1992-01-22 12:00:00,6.671949,195.8226839806108,6.92,184.6,180-210,180-210,8.078290363791506,7.68669054926495
1992-01-22 13:00:00,5.89292,189.49051659830312,6.81,190.1,180-210,180-210,7.941975326847607,6.842024586850331
1992-01-22 14:00:00,6.0041866,184.8489030903527,7.97,182.6,180-210,180-210,7.255760574547624,6.962665936239895
1992-01-22 15:00:00,5.9813895,182.62612925904887,7.85,186.1,180-210,180-210,6.832970914977423,6.937948070266019
1992-01-22 16:00:00,5.917097,181.11747929010824,8.19,199.7,180-210,180-210,6.818432464773097,6.868238616075557
1992-01-22 17:00:00,5.9587336,178.99609516794965,8.27,216.4,150-180,210-240,6.5463426042106905,7.708280453843704
1992-01-22 18:00:00,6.0348163,177.3897831876503,7.36,183.7,150-180,180-210,7.06720443490984,7.802542933648239
1992-01-22 19:00:00,6.2822847,174.44986346498888,6.4,175.8,150-180,150-180,7.677312705754502,8.109143317930876
1992-01-22 20:00:00,6.796141,169.0781557924234,8.25,167.8,150-180,150-180,8.015942932588064,8.745784355922208
1992-01-22 21:00:00,7.025941,166.68501554403687,7.51,185.9,150-180,180-210,8.3593493176544,9.030494518141504
1992-01-22 22:00:00,6.985875,167.43786174193423,10.62,173.9,150-180,150-180,8.958585213827035,8.980854842947952
1992-01-22 23:00:00,7.4170437,167.74851966719035,13.08,171.1,150-180,150-180,9.537292665672798,9.515050276024033
1992-01-23 00:00:00,7.7372894,170.3461956833304,10.07,168.4,150-180,150-180,9.306345727132971,9.91181792266038
1992-01-23 01:00:00,8.223234,170.9670883143144,10.3,172.0,150-180,150-180,9.108668798698208,10.513877826470614
1992-01-23 02:00:00,8.58075,170.83925152675104,11.56,166.7,150-180,150-180,9.156223935495008,10.956821422449702
1992-01-23 03:00:00,8.582774,172.3002523546818,10.53,182.8,150-180,180-210,9.418828840291127,10.959329052425035
1992-01-23 04:00:00,8.313893,172.26342749854678,10.99,167.0,150-180,150-180,9.41269399144437,10.626199578414214
1992-01-23 05:00:00,8.094068,171.38858425860838,12.84,168.0,150-180,150-180,9.964029988396524,10.35384791866723
1992-01-23 06:00:00,8.164837,171.5755294727535,12.48,171.6,150-180,150-180,10.65264306872063,10.44152700252318
1992-01-23 07:00:00,8.418835,170.9028523555383,10.36,166.5,150-180,150-180,10.934618056488672,10.756217219161025
1992-01-23 08:00:00,8.707354,170.75456034352504,9.08,156.0,150-180,150-180,11.232510295643467,11.113677146460198
1992-01-23 09:00:00,8.812053,171.93476270774678,11.19,170.7,150-180,150-180,11.585171198186547,11.243393722936256
1992-01-23 10:00:00,8.801921,173.85369395962084,10.3,175.8,150-180,150-180,11.761700401907817,11.230840705688188
1992-01-23 11:00:00,8.954131,173.5094021769406,12.75,172.5,150-180,150-180,11.871602270026044,11.419420922360944
1992-01-23 12:00:00,9.0219345,174.07083186844577,15.46,175.7,150-180,150-180,12.186884174212583,11.50342590706084
1992-01-23 13:00:00,9.072107,171.77006950565635,12.27,174.2,150-180,150-180,12.258252187028601,11.565587006338246
1992-01-23 14:00:00,9.169143,169.0957418657094,9.7,176.2,150-180,150-180,12.469379493193992,11.685809527230813
1992-01-23 15:00:00,9.194477,170.30779073488864,14.34,167.1,150-180,150-180,12.339565297267262,11.717197026141443
1992-01-23 16:00:00,9.214961,171.264796528,10.93,176.4,150-180,150-180,12.119319319906682,11.74257562911316
1992-01-23 17:00:00,9.352039,172.2404591221034,11.85,164.3,150-180,150-180,11.886117227786038,11.912408090456488
1992-01-23 18:00:00,9.192286,175.3292571131768,13.77,173.8,150-180,150-180,11.466691944426774,11.714482491914191
1992-01-23 19:00:00,8.798392,178.8912285041713,10.74,162.5,150-180,150-180,11.456058537585594,11.226468459550365
1992-01-23 20:00:00,8.35274,181.9058739177813,9.66,176.4,180-210,150-180,10.822753266676493,9.509096323161472
1992-01-23 21:00:00,8.107313,183.2420737604375,11.05,185.0,180-210,180-210,10.51092674185951,9.242990910965606
1992-01-23 22:00:00,7.557712,183.48455007132304,9.28,180.3,180-210,180-210,9.952878252107798,8.647083367589124
1992-01-23 23:00:00,7.461317,183.4304731191042,7.78,182.6,180-210,180-210,9.393200567984218,8.542566622452604
1992-01-24 00:00:00,7.592779,181.5387125154733,7.2,179.2,180-210,150-180,8.41054739922009,8.685104932003277
