ob_time,ref_wind_speed,ref_wind_direction,target_wind_speed,target_wind_direction,bin,target_bin,longterm_target_estimate
2017-01-27 12:00:00,7.738851,169.2774323695436,9.375,173.32031,150-180,150-180,8.78014582967564
2017-01-27 13:00:00,7.97328,161.33584290255538,9.08203,162.77344,150-180,150-180,9.04834983536322
2017-01-27 14:00:00,7.9624434,156.4814437697175,9.60938,153.98438,150-180,150-180,9.035951968512132
2017-01-27 15:00:00,7.85435,153.4928012924809,7.85156,140.625,150-180,120-150,8.912285174436356
2017-01-27 16:00:00,7.987475,151.14351199470374,9.375,138.51563,150-180,120-150,9.064589958644621
2017-01-27 17:00:00,8.30539,150.0890126186287,8.73047,132.53906,150-180,120-150,9.428308084252661
2017-01-27 18:00:00,8.659115,150.87244401044515,8.37891,142.38281,150-180,120-150,9.832995481766792
2017-01-27 19:00:00,8.772664,154.78925776503593,8.61328,137.8125,150-180,120-150,9.96290388320953
2017-01-27 20:00:00,8.7020035,158.65050120847934,9.66797,140.97656,150-180,120-150,9.882063077917149
2017-01-27 21:00:00,8.685077,158.25306617904738,8.55469,146.60156,150-180,120-150,9.862697917880332
2017-01-27 22:00:00,8.189968,151.59008488045257,9.31641,142.03125,150-180,120-150,9.296256833151169
2017-01-27 23:00:00,8.779753,148.59668025742835,10.07813,135.70313,120-150,120-150,10.204211422000316
2017-01-28 00:00:00,9.425404,151.93263254324282,10.83984,140.27344,150-180,120-150,10.70968641724974
2017-01-28 01:00:00,9.939381,156.28560011982034,11.01563,148.00781,150-180,120-150,11.29771388070898
2017-01-28 02:00:00,9.909145,158.06974292497765,10.07813,150.46875,150-180,150-180,11.263121674471828
2017-01-28 03:00:00,10.124504,159.8557053218232,10.3125,154.6875,150-180,150-180,11.509508198583058
2017-01-28 04:00:00,10.211356,161.39843348063005,10.37109,142.38281,150-180,120-150,11.6088732698924
2017-01-28 05:00:00,10.296381,161.47419989498707,10.48828,144.84375,150-180,120-150,11.70614811892382
2017-01-28 07:00:00,10.171095,164.01730252726907,10.72266,150.82031,150-180,150-180,11.562811726853836
2017-01-28 08:00:00,10.19858,166.19888781022033,11.30859,156.79688,150-180,150-180,11.594256586902393
2017-01-28 09:00:00,10.38863,171.88575534752263,10.01953,159.60938,150-180,150-180,11.811687754893233
2017-01-28 10:00:00,10.48668,178.58559897243882,9.96094,163.47656,150-180,150-180,11.923864161215265
2017-01-28 11:00:00,10.164618,185.5133614973908,8.78906,185.27344,180-210,180-210,11.464528014892892
2017-01-28 12:00:00,9.860055,192.5149753219868,7.85156,201.79688,180-210,180-210,11.11765789911927
2017-01-28 13:00:00,9.416415,200.87497344129545,11.25,206.01563,180-210,180-210,10.612391474235714
2017-01-28 14:00:00,9.053756,208.8844762232452,10.07813,209.17969,180-210,180-210,10.199355191705184
2017-01-28 15:00:00,8.635695,210.99117808780903,9.43359,207.07031,210-240,180-210,10.262210482015231
2017-01-28 16:00:00,8.461839,208.98029683663543,7.79297,207.42188,180-210,180-210,9.525214477572558
2017-01-28 17:00:00,8.45558,206.76772328111895,7.79297,209.53125,180-210,180-210,9.518086034345284
2017-01-28 18:00:00,8.794245,208.35316344999868,9.31641,190.19531,180-210,180-210,9.903795289108583
2017-01-28 19:00:00,9.309348,212.1120740893749,9.90234,199.6875,210-240,180-210,11.002253669868512
2017-01-28 20:00:00,9.595519,214.7392223698492,9.43359,210.9375,210-240,210-240,11.316627537588483
2017-01-28 21:00:00,9.7642355,217.10042546793173,10.3125,216.91406,210-240,210-240,11.501971470597685
2017-01-28 22:00:00,9.484527,220.4903435304972,10.07813,215.50781,210-240,210-240,11.19469699841444
2017-01-28 23:00:00,8.985514,215.19752833775868,8.37891,211.64063,210-240,210-240,10.64650501930913
2017-01-29 00:00:00,8.917731,212.18014221179268,9.02344,213.75,210-240,210-240,10.572041835144198
2017-01-29 01:00:00,8.898606,210.94054773814568,8.78906,202.85156,210-240,180-210,10.551032018565493
2017-01-29 02:00:00,8.56706,202.86957455273472,8.02734,210.58594,180-210,210-240,9.645051819770448
2017-01-29 03:00:00,8.611318,200.2105341963432,7.91016,217.96875,180-210,210-240,9.695457737705027
2017-01-29 04:00:00,8.923569,203.2874146052864,9.49219,206.36719,180-210,180-210,10.05108380036014
2017-01-29 05:00:00,9.177004,207.53616665497609,9.84375,202.14844,180-210,180-210,10.339723680421368
2017-01-29 06:00:00,9.370886,212.4530605740712,10.60547,201.79688,210-240,180-210,11.069856393665653
2017-01-29 07:00:00,9.353491,214.0117071811065,10.95703,204.60938,210-240,180-210,11.050747072913413
2017-01-29 08:00:00,9.284735,213.9111742792563,10.54688,218.32031,210-240,210-240,10.975214997165157
2017-01-29 10:00:00,8.640804,217.2860795339953,9.19922,211.28906,210-240,210-240,10.26782298674206
2017-01-29 11:00:00,8.642261,216.92488973208415,10.01953,215.15625,210-240,210-240,10.269423577735793
2017-01-29 12:00:00,8.126645,213.84282654047115,9.72656,210.58594,210-240,210-240,9.702992331458917
2017-01-29 13:00:00,7.62168,206.11831148231252,8.55469,197.57813,180-210,180-210,8.568348247602891
2017-01-29 14:00:00,7.614732,193.4700331103249,9.72656,192.30469,180-210,180-210,8.560435094776071
2017-01-29 15:00:00,8.022653,187.3702804374109,10.19531,176.48438,180-210,150-180,9.025020761769408
2017-01-29 19:00:00,10.310324,174.95115310780042,11.36719,171.5625,150-180,150-180,11.722099935684128
2017-01-29 20:00:00,10.505395,171.56300321026592,11.01563,163.47656,150-180,150-180,11.945275496700395
2017-01-29 21:00:00,10.205721,164.83979637484637,11.30859,159.96094,150-180,150-180,11.602426415740187
2017-01-29 22:00:00,9.698888,159.68117675978942,11.42578,160.66406,150-180,150-180,11.022572213339227
2017-01-29 23:00:00,10.415052,162.06431762042627,11.42578,151.17188,150-180,150-180,11.841916464815117
2017-01-30 00:00:00,11.100638,174.88613531583326,11.60156,156.09375,150-180,150-180,12.626277236918087
2017-01-30 01:00:00,11.166392,187.65909674569485,10.07813,182.8125,180-210,180-210,12.605459327491616
2017-01-30 02:00:00,11.299347,202.51654663316828,13.76953,200.39063,180-210,180-210,12.756883224165477
2017-01-30 03:00:00,10.930265,217.1019442298041,13.35938,215.85938,210-240,210-240,12.782916093884403
2017-01-30 04:00:00,10.011128,228.06637486089096,11.13281,220.78125,210-240,210-240,11.773195843913124
2017-01-30 05:00:00,8.689112,244.85543214434975,10.72266,229.92188,240-270,210-240,9.657088426855868
2017-01-30 07:00:00,6.1122317,301.3677451189487,8.4375,317.8125,300-330,300-330,6.689342144923856
2017-01-30 08:00:00,5.395487,309.4015535064142,6.50391,301.64063,300-330,300-330,5.934724111726567
2017-01-30 09:00:00,5.180893,306.531935390878,6.09375,297.42188,300-330,270-300,5.708790802117247
2017-01-30 10:00:00,5.37594,320.82180675481754,6.62109,312.53906,300-330,300-330,5.914144233431118
2017-01-30 11:00:00,5.3937716,326.141625553024,6.09375,320.625,300-330,300-330,5.932918068690397
2017-01-30 12:00:00,4.569314,337.64861473137626,5.50781,337.85156,330-360,330-360,4.780852008223456
2017-01-30 13:00:00,3.8422632,337.8922165051805,6.03516,357.89063,330-360,330-360,3.865490867262926
2017-01-30 14:00:00,4.1814384,340.33459955187334,6.67969,8.08594,330-360,0-30,4.29251439582175
2017-01-30 15:00:00,4.265612,359.34222147751296,4.27734,347.34375,330-360,330-360,4.3984894425925605
2017-01-30 16:00:00,3.6706746,11.094124597364612,3.51563,357.53906,0-30,330-360,3.829420309915551
2017-01-30 17:00:00,3.543993,16.8029403961238,4.27734,15.46875,0-30,0-30,3.676033908227968
2017-01-30 18:00:00,3.954566,26.25759220901051,4.80469,22.14844,0-30,0-30,4.173156735063719
2017-01-30 19:00:00,4.454409,35.6817909290279,4.39453,35.15625,30-60,30-60,5.240280003034005
2017-01-30 20:00:00,4.6096854,44.69102078244941,4.98047,39.375,30-60,30-60,5.420555573556602
2017-01-30 21:00:00,4.625147,53.51353795051156,6.26953,64.33594,30-60,60-90,5.438506458309161
2017-01-30 22:00:00,4.5759635,60.64389971226346,4.62891,73.125,60-90,60-90,5.774402538209966
2017-01-30 23:00:00,4.6443057,69.5869163989889,5.44922,78.39844,60-90,60-90,5.842841388519615
2017-01-31 00:00:00,5.0380793,77.70794564022766,5.03906,81.5625,60-90,60-90,6.237171867583669
2017-01-31 01:00:00,5.7658744,82.9021633865649,3.92578,104.41406,60-90,90-120,6.965996223618385
2017-01-31 02:00:00,5.9388604,88.69078671321908,4.86328,93.51563,60-90,90-120,7.139226862369623
2017-01-31 03:00:00,5.7473884,93.8430513418004,4.6875,105.46875,90-120,90-120,6.966308521676716
2017-01-31 04:00:00,5.6582303,97.30772827440568,6.15234,97.03125,90-120,90-120,6.872498859726144
2017-01-31 05:00:00,6.035209,95.47215670875131,5.85938,94.92188,90-120,90-120,7.26914531596025
2017-01-31 06:00:00,6.2856975,96.43937542222424,6.91406,85.42969,90-120,60-90,7.532702317595613
2017-01-31 07:00:00,6.368568,98.82853775580098,5.21484,107.57813,90-120,90-120,7.619896342487068
2017-01-31 08:00:00,6.2832527,103.36494376128384,7.03125,103.35938,90-120,90-120,7.530129967337625
2017-01-31 09:00:00,6.173823,109.15668665704074,6.79688,113.20313,90-120,90-120,7.41499109420829
2017-01-31 10:00:00,6.14122,116.83779513592314,6.32813,125.85938,90-120,120-150,7.380687128460091
2017-01-31 11:00:00,5.7924547,121.90153382415738,7.20703,118.125,120-150,90-120,6.9356845182350435
2017-01-31 12:00:00,5.6355124,129.53892192165875,6.21094,130.42969,120-150,120-150,6.763967442009745
2017-01-31 13:00:00,5.7210965,134.02608695508815,5.91797,146.60156,120-150,120-150,6.857608553573508
2017-01-31 14:00:00,5.778073,134.16374549872785,7.44141,130.78125,120-150,120-150,6.9199489040943725
2017-01-31 15:00:00,6.3766727,131.62520986146563,8.32031,125.15625,120-150,120-150,7.574901649869986
2017-01-31 16:00:00,7.4117928,129.75203400872522,7.67578,139.92188,120-150,120-150,8.707469460549689
2017-01-31 17:00:00,7.927445,128.69326438191263,9.19922,122.69531,120-150,120-150,9.27166590811763
2017-01-31 18:00:00,8.012082,129.88754693905133,8.90625,144.14063,120-150,120-150,9.364270758310855
2017-01-31 19:00:00,7.964596,133.61032285950225,10.13672,135.35156,120-150,120-150,9.31231435725369
2017-01-31 20:00:00,7.887622,136.2721044124034,9.49219,138.16406,120-150,120-150,9.228093913018029
2017-01-31 21:00:00,8.084125,135.30807329130238,10.48828,133.94531,120-150,120-150,9.443095991039694
2017-01-31 22:00:00,7.7829676,137.60191053163066,10.25391,139.57031,120-150,120-150,9.113587195695086
2017-01-31 23:00:00,7.744783,143.103199140252,9.90234,133.24219,120-150,120-150,9.071807841952772
2017-02-01 00:00:00,7.6354256,143.8784637317053,10.07813,135.0,120-150,120-150,8.952155377374385
2017-02-01 01:00:00,7.8249483,138.168978725973,9.66797,139.92188,120-150,120-150,9.159520019808735
2017-02-01 02:00:00,8.109693,135.35274420871167,9.31641,130.42969,120-150,120-150,9.471070999720773
2017-02-01 03:00:00,8.234934,137.8287381590826,10.01953,129.375,120-150,120-150,9.608102369488723
2017-02-01 04:00:00,8.330008,142.70605093529508,9.375,137.10938,120-150,120-150,9.712126774031308
2017-02-01 05:00:00,8.2344885,147.44571265740467,9.90234,137.46094,120-150,120-150,9.607614929471222
2017-02-01 06:00:00,8.305013,148.03017777564617,10.54688,128.67188,120-150,120-150,9.68477870840304
2017-02-01 07:00:00,8.408738,146.0564502661732,9.78516,133.94531,120-150,120-150,9.798268530659175
2017-02-01 08:00:00,8.441055,147.94468095553185,9.72656,136.40625,120-150,120-150,9.833627900009397
2017-02-01 09:00:00,8.517777,150.71245099748285,10.25391,133.59375,150-180,120-150,9.671294421932595
2017-02-01 10:00:00,8.155253,147.97151788988288,9.55078,138.16406,120-150,120-150,9.520920084338652
2017-02-01 11:00:00,8.440721,149.944066558661,9.31641,141.67969,120-150,120-150,9.83326245676395
2017-02-01 12:00:00,8.41965,150.00655958991885,8.73047,144.14063,150-180,120-150,9.55902992195134
2017-02-01 13:00:00,8.379941,149.95792346863362,8.08594,153.63281,120-150,150-180,9.766760539225
2017-02-01 14:00:00,8.292015,154.57464292077145,7.03125,157.85156,150-180,150-180,9.413006101238311
