ob_time,ref_wind_speed,ref_wind_direction,target_wind_speed,target_wind_direction,bin,target_bin,longterm_target_estimate
1991-10-23 23:00:00,1.543,50.0,1.26,73.4,30-60,60-90,2.5251313972011564
1991-10-24 00:00:00,2.572,90.0,2.54,104.1,60-90,90-120,3.2815940131020556
1991-10-24 01:00:00,3.087,90.0,3.71,11.8,60-90,0-30,3.7002186506570944
1991-10-24 02:00:00,3.087,90.0,3.28,111.4,60-90,90-120,3.7002186506570944
1991-10-24 03:00:00,3.601,100.0,3.58,111.6,90-120,90-120,3.887744386495973
1991-10-24 04:00:00,0.0,0.0,2.24,102.7,0-30,90-120,1.3950738600412476
1991-10-24 05:00:00,1.029,80.0,1.88,94.2,60-90,90-120,2.027345827184725
1991-10-24 06:00:00,2.058,80.0,1.88,87.4,60-90,60-90,2.8637822389209093
1991-10-24 07:00:00,3.087,20.0,2.39,58.14,0-30,30-60,4.2864710718635415
1991-10-24 08:00:00,3.601,40.0,3.83,52.8,30-60,30-60,4.0792328505942335
1991-10-24 09:00:00,3.087,80.0,4.01,70.7,60-90,60-90,3.7002186506570944
1991-10-24 10:00:00,1.029,70.0,2.46,92.4,60-90,90-120,2.027345827184725
1991-10-24 11:00:00,1.029,20.0,1.51,7.3,0-30,0-30,2.358872930648679
1991-10-24 12:00:00,2.572,360.0,1.58,60.34,330-360,60-90,3.7151346272652295
1991-10-24 13:00:00,2.572,350.0,2.49,34.17,330-360,30-60,3.7151346272652295
1991-10-24 14:00:00,1.543,10.0,2.6,69.12,0-30,60-90,2.8403041476479203
1991-10-24 15:00:00,1.029,10.0,2.43,14.3,0-30,0-30,2.358872930648679
1991-10-24 16:00:00,3.087,170.0,2.56,164.6,150-180,150-180,3.167669440870333
1991-10-24 17:00:00,2.058,150.0,1.95,162.4,120-150,150-180,2.280419187536546
1991-10-24 18:00:00,1.029,130.0,2.01,144.9,120-150,120-150,1.3880933099226274
1991-10-24 19:00:00,1.029,90.0,2.24,133.9,60-90,120-150,2.027345827184725
1991-10-24 20:00:00,3.087,90.0,2.26,119.2,60-90,90-120,3.7002186506570944
1991-10-24 21:00:00,3.087,90.0,2.96,115.4,60-90,90-120,3.7002186506570944
1991-10-24 22:00:00,3.601,90.0,2.6,12.6,60-90,0-30,4.11803042483824
1991-10-24 23:00:00,3.601,90.0,2.93,125.9,60-90,120-150,4.11803042483824
1991-10-25 00:00:00,3.601,80.0,2.78,123.8,60-90,120-150,4.11803042483824
1991-10-25 01:00:00,3.087,90.0,2.98,122.4,60-90,120-150,3.7002186506570944
1991-10-25 02:00:00,3.601,90.0,3.41,121.8,60-90,120-150,4.11803042483824
1991-10-25 03:00:00,3.601,90.0,3.62,121.2,60-90,120-150,4.11803042483824
